Time (UNIX ms),Is Jamming,Jammer TX Gain,Reporting Time Offset (ms),UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP.Mean (dBm),RSRP.Minimum (dBm),RSRP.Quartile1 (dBm),RSRP.Median (dBm),RSRP.Quartile3 (dBm),RSRP.Maximum (dBm),RSRP.Count,PHY.NPrbDl,PHY.DerivedRssiDl (dBm),PHY.DerivedRsrqDl (dB),PUSCH.Snr (dB),PUCCH.Snr (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,DRB.DerivedCQIDl,PHY.CqiWb1TbDl,PHY.CqiWb2TbDl,
1754585285800,0,0,0,39,0,0,74.00,0.74,0.82,40,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,33.00,1,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585286800,0,0,0,39,0,0,40.00,1.46,0.96,60,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,33.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585287800,0,0,0,39,0,0,75.00,2.18,0.86,90,806,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,33.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585288800,0,0,0,39,0,0,41.00,1.46,0.86,105,804,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,32.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585289800,0,0,0,39,0,0,32.00,2.18,0.86,130,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,106,-32.96,205.86,18.50,30.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585290800,0,0,0,39,0,0,0.00,0.00,0.11,5,165,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,37.00,30.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585291800,0,0,0,39,0,0,0.00,0.74,0.84,80,774,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,30.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585292800,0,0,0,39,0,0,0.00,2.18,0.76,90,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,28.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585293800,0,0,0,39,0,0,0.00,0.74,0.86,35,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,29.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585294800,0,0,0,39,0,0,0.00,2.18,0.75,90,804,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,30.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585295800,0,0,0,39,0,0,0.00,0.74,0.85,75,456,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,37.50,32.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585296800,0,0,0,39,0,0,0.00,0.74,0.82,35,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,32.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585297800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,30.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585298800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,30.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585299800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,37.50,24.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585300800,0,0,0,39,0,0,0.00,0.74,0.82,35,456,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,27.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585301800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,31.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585302800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,27.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585303800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,30.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585304800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,37.50,28.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585305800,0,0,0,39,0,0,0.00,0.74,0.82,75,456,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,29.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585306800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,29.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585307800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,31.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585308800,0,0,0,39,1,1,0.00,1.46,1.48,60,411,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,31.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585309800,0,0,0,39,0,0,0.00,0.74,0.78,80,699,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,34.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585310800,0,0,0,39,0,0,0.00,0.74,0.78,40,716,-64.31,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.53,6.91,40.00,34.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585311800,0,0,0,39,0,0,0.00,0.74,0.74,75,391,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,39.00,35.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585312800,0,0,0,39,0,0,0.00,0.74,0.78,40,714,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,37.50,32.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585313800,1,51,0,39,0,0,0.00,0.74,0.82,56,704,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,9,5,-46.22,6.92,38.00,33.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585314800,1,51,0,39,0,0,0.00,0.00,0.22,66,1325,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,4,21,-39.99,33.61,29.00,30.00,0,2,0.20,0.00,0.30,0.02,0.00,0.00,2,0,0,
1754585315800,1,51,0,39,0,0,0.00,0.16,0.42,146,1280,,,,,,,0,21,,0.00,32.00,28.00,0,0,0.28,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585316800,1,51,0,39,0,0,0.00,0.00,0.00,234,45,,,,,,,0,5,,0.00,36.00,30.00,0,0,0.15,0.01,0.30,0.02,0.00,0.00,0,0,0,
1754585317800,1,51,0,39,0,0,0.00,0.68,0.48,215,696,,,,,,,0,5,,0.00,37.00,32.00,0,1,0.13,0.01,0.30,0.02,0.00,0.00,1,0,0,
1754585318800,1,51,0,39,0,0,0.00,0.00,0.00,206,671,,,,,,,0,5,,0.00,38.00,34.00,0,0,0.11,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585319800,1,51,0,39,8,3,0.00,3.38,3.26,315,787,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,1,21,-39.99,33.61,30.50,32.00,0,1,0.05,0.00,0.31,0.02,0.00,0.00,1,0,0,
1754585320800,1,51,0,39,1,1,235.00,13.74,4.10,760,2042,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,1,94,-33.48,179.71,7.00,29.00,0,1,0.20,0.07,0.31,0.02,0.00,0.00,1,0,0,
1754585321800,1,51,0,39,0,0,0.00,10.91,0.40,702,681,,,,,,,0,5,,0.00,39.00,29.00,0,0,0.15,0.05,0.31,0.02,0.00,0.00,0,0,0,
1754585322800,1,51,0,39,0,0,0.00,3.89,0.61,223,50,,,,,,,0,5,,0.00,37.00,29.00,0,0,0.05,0.02,0.31,0.02,0.00,0.00,0,0,0,
1754585323800,1,51,0,39,0,0,0.00,1.98,0.71,187,50,,,,,,,0,5,,0.00,35.50,31.00,0,0,0.02,0.01,0.31,0.02,0.00,0.00,0,0,0,
1754585324800,1,51,0,39,0,0,0.00,1.90,0.73,281,686,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,1,5,-46.22,6.92,38.50,31.00,0,1,0.01,0.00,0.31,0.02,0.00,0.00,1,0,0,
1754585325800,1,51,0,39,0,0,0.00,0.00,0.00,235,45,,,,,,,0,5,,0.00,36.50,30.00,0,0,0.04,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585326800,1,51,0,39,0,0,0.00,0.98,0.40,169,674,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,1,5,-46.22,6.92,40.00,29.00,0,0,0.02,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585327800,1,51,0,39,0,0,0.00,0.00,0.00,80,45,,,,,,,0,5,,0.00,38.50,25.00,0,0,0.04,0.01,0.31,0.02,0.00,0.00,0,0,0,
1754585328800,1,51,0,39,0,0,0.00,1.20,0.52,193,674,,,,,,,0,5,,0.00,37.00,29.00,0,0,0.02,0.01,0.31,0.02,0.00,0.00,0,0,0,
1754585329800,0,0,0,39,0,0,0.00,0.00,0.00,76,40,,,,,,,0,5,,0.00,40.00,33.00,0,0,0.04,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585330800,0,0,0,39,6,6,0.00,10.27,7.25,560,709,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,3,5,-46.22,6.92,39.00,32.00,1,1,0.02,0.00,0.31,0.02,0.00,0.00,1,0,0,
1754585331800,0,0,0,39,0,0,0.00,2.18,0.78,112,714,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,33.00,1,1,0.01,0.00,0.31,0.02,0.00,0.00,1,0,0,
1754585332800,0,0,0,39,0,0,0.00,0.00,0.04,5,90,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,33.00,1,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585333800,0,0,0,39,0,0,0.00,0.74,0.78,75,433,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,31.00,2,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585334800,0,0,0,39,0,0,0.00,0.74,0.78,75,426,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,30.00,2,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585335800,0,0,0,39,1,1,0.00,1.49,1.57,70,1045,-63.92,-64.00,-64.00,-64.00,-64.00,-63.00,12,5,-46.14,6.93,39.00,29.00,1,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585336800,0,0,0,39,0,0,246.00,1.46,0.80,65,719,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,32.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585337800,0,0,0,39,0,0,209.00,2.18,0.82,90,746,-63.92,-65.00,-64.00,-64.00,-63.50,-63.00,12,5,-46.14,6.93,38.50,32.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585338800,0,0,0,39,0,0,118.00,2.18,0.82,90,744,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,32.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585339800,0,0,0,39,0,0,46.00,1.46,0.82,65,744,-64.00,-65.00,-64.00,-64.00,-64.00,-63.00,12,5,-46.22,6.92,38.50,32.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585340800,0,0,0,39,0,0,137.00,2.18,0.82,90,719,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,106,-32.96,205.86,18.50,27.00,1,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585341800,0,0,0,39,0,0,0.00,0.00,0.02,5,105,-63.92,-64.00,-64.00,-64.00,-64.00,-63.00,12,5,-46.14,6.93,38.00,30.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585342800,0,0,0,39,0,0,0.00,0.74,0.82,40,719,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,32.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585343800,0,0,0,39,0,0,0.00,2.18,0.82,130,751,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,31.00,0,1,0.00,0.00,0.31,0.02,0.00,0.00,1,0,0,
1754585344800,0,0,0,39,0,0,0.00,2.18,0.82,130,749,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,30.00,0,1,0.00,0.00,0.31,0.02,0.00,0.00,1,0,0,
1754585345800,0,0,0,39,0,0,0.00,2.18,0.82,130,754,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,34.00,0,1,0.00,0.00,0.31,0.02,0.00,0.00,1,0,0,
1754585346800,0,0,0,39,0,0,0.00,0.74,0.78,40,739,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,34.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585347800,0,0,0,39,0,0,0.00,0.74,0.82,40,739,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,40.00,34.00,0,0,0.00,0.00,0.31,0.02,0.00,0.00,0,0,0,
1754585348800,0,0,0,39,0,0,0.00,2.18,0.82,81,749,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,40.50,32.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585349800,0,0,0,39,0,0,0.00,2.18,0.82,90,764,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,40.50,34.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585350800,0,0,0,39,0,0,0.00,2.18,0.82,90,764,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,38.50,35.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585351800,0,0,0,39,0,0,0.00,0.74,0.78,80,749,-64.25,-65.00,-64.50,-64.00,-64.00,-64.00,12,5,-46.47,6.91,38.00,33.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585352800,0,0,0,39,0,0,0.00,0.74,0.82,40,749,-64.15,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.37,6.92,38.50,31.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585353800,0,0,0,39,0,0,0.00,2.18,0.82,90,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,33.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585354800,0,0,0,39,0,0,0.00,2.18,0.82,81,771,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,34.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585355800,0,0,0,39,0,0,0.00,2.18,0.82,90,774,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,34.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585356800,0,0,0,39,0,0,0.00,0.74,0.89,40,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.50,33.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585357800,0,0,0,39,0,0,0.00,0.74,0.76,40,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,35.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585358800,0,0,0,39,0,0,0.00,2.18,0.82,90,769,-64.23,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.45,6.91,38.00,31.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585359800,0,0,0,39,0,0,0.00,2.18,0.82,90,786,-64.42,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.64,6.91,38.00,33.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585360800,0,0,0,39,0,0,0.00,2.18,0.82,130,784,-64.31,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.53,6.91,39.00,30.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585361800,0,0,0,39,0,0,0.00,0.74,0.87,40,764,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,37.50,28.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585362800,0,0,0,39,0,0,0.00,0.74,0.78,40,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,28.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585363800,0,0,0,39,0,0,0.00,0.74,0.90,80,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,31.00,1,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585364800,0,0,0,39,0,0,0.00,2.18,0.79,90,791,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,29.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585365800,0,0,0,39,0,0,0.00,2.18,0.82,90,794,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,31.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585366800,0,0,0,39,0,0,0.00,2.18,0.89,130,784,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,32.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585367800,0,0,0,39,0,0,0.00,0.74,0.82,80,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,32.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585368800,0,0,0,39,0,0,0.00,0.74,1.19,40,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,30.00,2,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585369800,0,0,0,39,0,0,0.00,2.18,0.66,125,801,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,29.00,1,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585370800,0,0,0,39,0,0,0.00,2.18,0.86,90,804,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,27.00,1,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585371800,0,0,0,39,0,0,0.00,2.18,0.75,130,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,25.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585372800,0,0,0,39,0,0,0.00,0.74,0.85,75,471,-63.92,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-46.14,6.93,39.00,27.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585373800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,25.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585374800,0,0,0,39,0,0,0.00,2.18,0.76,90,801,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,26.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585375800,0,0,0,39,0,0,0.00,2.18,0.78,63,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,27.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585376800,0,0,0,39,0,0,0.00,0.74,0.85,36,456,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,31.00,1,2,0.00,0.00,0.30,0.02,0.00,0.00,2,0,0,
1754585377800,0,0,0,39,0,0,0.00,0.74,0.82,26,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,29.00,1,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585378800,0,0,0,39,1,1,0.00,1.50,1.48,129,451,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,29.00,1,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585379800,0,0,0,39,6,3,0.00,7.25,3.50,202,719,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,30.00,1,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585380800,0,0,0,39,0,0,0.00,0.74,0.78,25,711,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,29.00,0,2,0.00,0.00,0.30,0.02,0.00,0.00,2,0,0,
1754585381800,0,0,0,39,0,0,0.00,0.74,0.74,17,391,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,28.00,2,3,0.00,0.00,0.30,0.02,0.00,0.00,3,0,0,
1754585382800,0,0,0,39,0,0,0.00,0.74,0.78,25,714,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,29.00,2,2,0.00,0.00,0.30,0.02,0.00,0.00,2,0,0,
1754585383800,0,0,0,39,0,0,0.00,0.74,0.82,41,709,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,60.00,32.00,2,2,0.00,0.00,0.30,0.02,0.00,0.00,2,0,0,
1754585384800,0,0,0,39,2,1,185.50,2.93,1.41,107,719,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,31.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585385800,0,0,0,39,1,1,0.00,2.71,1.37,130,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,37.50,29.00,2,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585386800,0,0,0,39,3,2,270.33,5.77,2.46,202,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,30.00,1,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585387800,0,0,0,39,1,2,287.00,3.22,2.70,136,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,32.00,1,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585388800,1,52,0,39,0,0,0.00,0.00,0.10,5,699,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,10,5,-46.22,6.92,38.50,34.00,1,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585389800,1,52,0,39,0,0,0.00,0.02,0.64,196,1312,,,,,,,0,21,,0.00,31.00,34.00,0,1,0.24,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585390800,1,52,0,39,0,0,0.00,0.02,0.00,240,644,,,,,,,0,5,,0.00,36.50,29.00,0,0,0.25,0.02,0.30,0.02,0.00,0.00,0,0,0,
1754585391800,1,52,0,39,0,0,0.00,0.30,0.21,101,50,,,,,,,0,5,,0.00,37.50,32.00,0,0,0.09,0.01,0.30,0.02,0.00,0.00,0,0,0,
1754585392800,1,52,0,39,0,0,0.00,0.00,0.00,108,669,,,,,,,0,5,,0.00,38.00,30.00,0,0,0.09,0.01,0.30,0.02,0.00,0.00,0,0,0,
1754585393800,1,52,0,39,0,0,95.00,1.80,0.50,215,50,,,,,,,0,5,,0.00,38.00,33.00,0,0,0.03,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585394800,1,52,0,39,0,0,0.00,9.36,0.00,422,669,,,,,,,0,5,,0.00,35.50,34.00,0,2,0.06,0.01,0.30,0.02,0.00,0.00,2,0,0,
1754585395800,1,52,0,39,0,0,0.00,10.34,0.40,191,50,,,,,,,0,5,,0.00,37.50,32.00,0,1,0.02,0.01,0.30,0.02,0.00,0.00,1,0,0,
1754585396800,1,52,0,39,0,0,0.00,0.21,0.10,126,664,,,,,,,0,5,,0.00,37.00,35.00,0,0,0.06,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585397800,1,52,0,39,0,0,0.00,1.30,0.42,159,50,,,,,,,0,5,,0.00,37.00,34.00,0,0,0.02,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585398800,1,52,0,39,0,0,0.00,0.27,0.10,125,669,,,,,,,0,5,,0.00,37.50,34.00,0,0,0.06,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585399800,1,52,0,39,0,0,0.00,3.73,0.38,249,50,,,,,,,0,5,,0.00,38.00,34.00,0,1,0.02,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754585400800,1,52,0,39,0,0,0.00,0.66,0.38,272,1317,,,,,,,0,5,,0.00,37.00,35.00,0,0,0.08,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585401800,1,52,0,39,0,0,0.00,1.50,0.31,274,50,,,,,,,0,5,,0.00,39.50,33.00,0,0,0.05,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754585402800,1,52,0,39,0,0,0.00,0.78,0.21,162,669,,,,,,,0,5,,0.00,37.00,35.00,0,0,0.08,0.00,0.30,0.02,0.00,0.00,0,0,0,
