Time (UNIX ms),Reporting Time Offset (ms),E2 Node ID,UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP.Mean (dBm),RSRP.Minimum (dBm),RSRP.Quartile1 (dBm),RSRP.Median (dBm),RSRP.Quartile3 (dBm),RSRP.Maximum (dBm),RSRP.Count,PHY.NPrbDl,PHY.DerivedRssiDl (dBm),PHY.DerivedRsrqDl (dB),PUSCH.Snr (dB),PUCCH.Snr (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,DRB.DerivedCQIDl,PHY.CqiWb1TbDl,PHY.CqiWb2TbDl,
1763417096250,-1,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,18,28,0.09,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417096250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,19.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417096250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417097250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,16,28,0.08,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417097250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,19.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417097250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417098250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,63.50,21.00,14,28,0.06,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417098250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,19.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417098250,0,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417099250,0,gNB,1,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,13,28,0.05,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417099250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,17.50,19.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417099250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417100250,0,gNB,1,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,11,27,0.04,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417100250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,19.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417100250,1,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417101250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,9,27,0.04,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417101250,1,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417101250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417102250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,7,27,0.03,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417102250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417102250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,17.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417103250,-1,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,5,27,0.02,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417103250,-1,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417103250,-1,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417104250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,3,27,0.02,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417104250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417104250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417105250,1,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,1,27,0.02,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417105250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417105250,2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417106250,0,gNB,1,0,0,0.00,0.00,0.00,5,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,26,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763417106250,0,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417106250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417107250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,63.50,21.00,0,26,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763417107250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417107250,1,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417108250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,26,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763417108250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417108250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417109250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,0,26,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763417109250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417109250,0,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417110250,1,gNB,1,13,35,1387.00,13.97,45.79,21,2530,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,106,-12.96,360.01,18.50,21.00,0,25,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763417110250,2,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417110250,2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417111250,1,gNB,1,18,347,0.00,18.70,350.51,48,11638,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,106,-12.96,360.01,19.00,24.00,2,26,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763417111250,1,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417111250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417112250,-2,gNB,1,4,527,0.00,4.75,530.96,27,11626,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,106,-12.96,360.01,18.50,21.00,4,26,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763417112250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417112250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417113250,2,gNB,1,4,778,0.00,4.73,784.66,23,11638,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,94,-13.48,306.90,19.00,21.00,6,24,0.00,0.00,0.02,0.00,0.00,0.00,13,0,0,
1763417113250,2,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417113250,2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,24.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417114250,0,gNB,1,4,1090,0.00,4.73,1108.96,23,11956,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,106,-12.96,360.01,18.50,21.00,7,23,0.00,0.00,0.02,0.00,0.00,0.00,13,0,0,
1763417114250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417114250,0,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417115250,0,gNB,1,4,1474,0.00,4.75,1475.58,30,11631,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,106,-12.96,360.01,19.00,24.00,9,21,0.00,0.00,0.02,0.00,0.00,0.00,12,0,0,
1763417115250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417115250,1,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417116250,0,gNB,1,4,1593,0.00,4.75,1607.01,37,11638,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,94,-13.48,306.90,19.00,21.00,11,19,0.00,0.00,0.02,0.00,0.00,0.00,11,0,0,
1763417116250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,17.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417116250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417117250,0,gNB,1,4,1869,0.00,4.78,1877.00,36,11007,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,94,-13.48,306.90,19.00,21.00,13,21,0.00,0.00,0.02,0.00,0.00,0.00,12,0,0,
1763417117250,0,gNB,2,0,0,0.00,0.00,0.00,5,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,17.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417117250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417118250,0,gNB,1,4,1018,0.00,4.78,1033.66,36,5966,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,15,20,0.00,0.00,0.02,0.00,0.00,0.00,11,0,0,
1763417118250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417118250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417119250,0,gNB,1,4,1126,0.00,4.85,1124.48,49,5345,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,42,-16.98,108.86,18.50,21.00,17,22,0.00,0.00,0.02,0.00,0.00,0.00,12,0,0,
1763417119250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417119250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417120250,0,gNB,1,4,994,0.00,4.85,1002.08,43,5342,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,106,-12.96,360.01,18.50,21.00,19,24,0.00,0.00,0.02,0.00,0.00,0.00,13,0,0,
1763417120250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417120250,1,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417121250,1,gNB,1,4,1150,1061.00,4.87,1155.46,52,4855,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,106,-12.96,360.01,19.00,19.00,20,26,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763417121250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417121250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417122250,0,gNB,1,0,922,0.00,0.19,928.99,45,3934,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,22,27,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417122250,0,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417122250,0,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417123250,-1,gNB,1,9,1150,0.00,9.55,1155.55,64,3974,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,52,-16.05,142.57,19.00,21.00,24,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417123250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417123250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417124250,3,gNB,1,4,1006,802.00,4.80,1091.07,37,3663,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,106,-12.96,360.01,19.00,21.00,26,28,0.01,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417124250,3,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417124250,3,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417125250,1,gNB,1,4,1090,1187.00,4.80,1096.52,37,3071,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,106,-12.96,360.01,19.00,21.00,25,28,0.20,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417125250,1,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417125250,1,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417126250,-2,gNB,1,4,1126,1517.00,4.85,1060.69,47,3660,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,94,-13.48,306.90,18.50,21.00,24,28,0.19,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417126250,-2,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417126250,-2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417127250,-1,gNB,1,4,1078,1873.00,4.90,1087.93,62,3934,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,89,-13.71,285.54,18.50,21.00,22,28,0.15,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417127250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417127250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417128250,3,gNB,1,4,994,0.00,4.90,990.33,57,3580,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,22,28,0.12,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417128250,3,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417128250,3,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417129250,-1,gNB,1,4,1150,1346.00,4.87,1156.10,52,4407,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,28,-18.74,65.75,19.00,24.00,22,28,0.10,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417129250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417129250,-1,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417130250,2,gNB,1,4,1102,1074.00,4.87,1112.82,52,4423,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,106,-12.96,360.01,19.00,21.00,22,28,0.08,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417130250,2,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417130250,2,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417131250,-1,gNB,1,4,1090,0.00,4.90,1091.93,57,3839,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,28,-18.74,65.75,19.50,21.00,22,28,0.07,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417131250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417131250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417132250,-1,gNB,1,4,1066,0.00,4.82,1072.43,47,4382,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,106,-12.96,360.01,19.00,21.00,22,28,0.06,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763417132250,-1,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763417132250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
