Time (UNIX ms),UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP.Mean (dBm),RSRP.Minimum (dBm),RSRP.Quartile1 (dBm),RSRP.Median (dBm),RSRP.Quartile3 (dBm),RSRP.Maximum (dBm),RSRP.Count,N_PRB,RSSI (dBm),RSRQ (dB),PUSCH_SNR (dB),PUCCH_SNR (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,CQI_SINGLE_CODEWORD,CQI_DUAL_CODEWORD,
1749053381543,6,0,0,0.00,0.00,0.00,10,116,-72.50,-82.00,-82.00,-65.50,-65.00,-65.00,16,5,-54.72,6.62,21.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053382543,6,0,0,0.00,0.00,0.00,10,111,-70.80,-82.00,-82.00,-65.00,-65.00,-65.00,15,5,-53.02,6.68,23.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053383543,6,0,0,0.00,0.00,0.00,10,116,-71.36,-82.00,-82.00,-66.00,-65.00,-65.00,11,5,-53.58,6.66,24.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053384543,6,0,0,0.00,0.00,0.00,10,116,-71.36,-82.00,-82.00,-66.00,-65.00,-65.00,11,5,-53.58,6.66,23.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053385543,6,0,0,0.00,0.00,0.00,10,116,-75.14,-102.00,-82.00,-74.00,-65.00,-65.00,14,5,-57.36,6.55,23.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053386543,6,0,0,0.00,0.00,0.00,10,116,-79.33,-119.00,-82.00,-66.00,-65.00,-65.00,15,5,-61.55,6.44,23.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053387543,6,0,0,0.00,0.00,0.00,10,111,-71.07,-82.00,-82.00,-65.00,-65.00,-65.00,15,5,-53.29,6.67,21.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053388543,6,0,0,0.00,0.00,0.00,10,116,-71.07,-82.00,-82.00,-65.00,-65.00,-65.00,15,5,-53.29,6.67,22.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053389543,6,0,0,0.00,0.00,0.00,10,116,-71.56,-82.00,-82.00,-66.00,-65.00,-65.00,16,5,-53.78,6.65,24.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053390543,6,0,0,0.00,0.00,0.00,10,116,-75.94,-82.00,-82.00,-82.00,-66.00,-65.00,16,5,-58.16,6.53,23.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053391543,6,0,0,0.00,0.00,0.00,10,116,-81.25,-100.00,-82.00,-82.00,-82.00,-66.00,16,5,-63.47,6.40,23.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053392543,6,0,0,0.00,0.00,0.00,10,111,-83.12,-100.00,-82.00,-82.00,-82.00,-82.00,16,5,-65.34,6.36,22.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053393543,6,0,0,0.00,0.00,0.00,10,116,-83.12,-100.00,-82.00,-82.00,-82.00,-82.00,16,5,-65.34,6.36,22.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053394543,6,0,0,0.00,0.00,0.00,10,116,-91.19,-121.00,-100.00,-82.00,-82.00,-82.00,16,5,-73.41,6.21,24.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053395543,6,0,0,0.00,0.00,0.00,10,116,-89.12,-121.00,-91.00,-82.00,-82.00,-82.00,16,5,-71.34,6.25,23.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053396543,6,0,0,0.00,0.00,0.00,10,116,-88.94,-121.00,-100.00,-82.00,-82.00,-82.00,16,5,-71.16,6.25,25.00,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053397543,6,0,0,0.00,0.00,0.00,10,111,-73.50,-82.00,-82.00,-82.00,-65.00,-48.00,16,5,-55.72,6.60,24.50,41.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053398543,6,6,4,0.00,6.55,4.62,220,577,-73.50,-82.00,-82.00,-82.00,-65.00,-48.00,16,5,-55.72,6.60,25.50,42.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053399543,6,0,0,0.00,0.00,0.00,10,116,-76.75,-82.00,-82.00,-82.00,-82.00,-48.00,16,5,-58.97,6.51,25.00,43.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053400543,6,0,0,0.00,0.00,0.00,10,116,-82.00,-82.00,-82.00,-82.00,-82.00,-82.00,16,5,-64.22,6.38,24.00,42.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053401543,6,0,0,0.00,0.00,0.00,10,116,-73.50,-82.00,-82.00,-82.00,-65.00,-48.00,16,5,-55.72,6.60,24.00,42.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053402543,6,0,0,0.00,0.00,0.00,10,111,-73.50,-82.00,-82.00,-82.00,-65.00,-48.00,16,28,-48.24,42.66,24.00,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053403543,6,0,0,0.00,0.00,0.00,10,116,-79.88,-82.00,-82.00,-82.00,-82.00,-48.00,16,28,-54.61,40.95,24.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053404543,6,0,0,0.00,0.00,0.00,10,116,-79.88,-82.00,-82.00,-82.00,-82.00,-48.00,16,28,-54.61,40.95,24.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053405543,6,0,0,0.00,0.00,0.00,10,116,-74.56,-82.00,-82.00,-82.00,-73.50,-48.00,16,28,-49.30,42.35,24.00,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053406543,6,0,0,0.00,0.00,0.00,10,116,-79.88,-82.00,-82.00,-82.00,-82.00,-48.00,16,28,-54.61,40.95,23.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053407543,6,0,0,0.00,0.00,0.00,5,83,-79.88,-82.00,-82.00,-82.00,-82.00,-48.00,16,5,-62.09,6.43,22.00,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053408543,6,0,0,0.00,0.00,0.00,10,78,-75.62,-82.00,-82.00,-82.00,-82.00,-48.00,16,5,-57.84,6.54,23.50,41.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053409543,6,1,1,0.00,1.98,1.31,78,302,-82.00,-82.00,-82.00,-82.00,-82.00,-82.00,16,5,-64.22,6.38,23.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053410543,6,0,0,0.00,0.00,0.00,10,101,-82.00,-82.00,-82.00,-82.00,-82.00,-82.00,16,5,-64.22,6.38,24.00,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053411543,6,0,0,0.00,0.00,0.00,10,116,-82.00,-82.00,-82.00,-82.00,-82.00,-82.00,16,5,-64.22,6.38,22.00,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053412543,6,0,0,0.00,0.00,0.00,10,116,-82.00,-82.00,-82.00,-82.00,-82.00,-82.00,16,5,-64.22,6.38,22.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053413543,6,0,0,0.00,0.00,0.00,10,111,-83.25,-102.00,-82.00,-82.00,-82.00,-82.00,16,5,-65.47,6.36,22.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053414543,6,0,0,0.00,0.00,0.00,10,116,-81.20,-102.00,-82.00,-82.00,-82.00,-66.00,15,5,-63.42,6.40,22.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053415543,6,0,0,0.00,0.00,0.00,10,116,-80.07,-82.00,-82.00,-82.00,-82.00,-66.00,14,5,-62.29,6.43,22.00,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053416543,6,0,0,0.00,0.00,0.00,10,116,-80.07,-82.00,-82.00,-82.00,-82.00,-66.00,14,5,-62.29,6.43,24.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053417543,6,0,0,0.00,0.00,0.00,10,116,-83.12,-100.00,-82.00,-82.00,-82.00,-82.00,16,5,-65.34,6.36,24.00,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053418543,6,0,0,0.00,0.00,0.00,10,111,-82.00,-82.00,-82.00,-82.00,-82.00,-82.00,16,5,-64.22,6.38,23.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053419543,6,0,0,0.00,0.00,0.00,10,116,-82.00,-82.00,-82.00,-82.00,-82.00,-82.00,16,5,-64.22,6.38,24.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053420543,6,0,0,0.00,0.00,0.00,10,116,-82.00,-82.00,-82.00,-82.00,-82.00,-82.00,16,5,-64.22,6.38,23.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053421543,6,0,0,0.00,0.00,0.00,10,116,-82.00,-82.00,-82.00,-82.00,-82.00,-82.00,16,5,-64.22,6.38,24.50,41.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053422543,6,0,0,0.00,0.00,0.00,10,116,-82.00,-82.00,-82.00,-82.00,-82.00,-82.00,16,5,-64.22,6.38,24.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053423543,6,0,0,0.00,0.00,0.00,10,111,-82.00,-82.00,-82.00,-82.00,-82.00,-82.00,16,5,-64.22,6.38,24.00,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053424543,6,0,0,0.00,0.00,0.00,10,116,-91.50,-121.00,-100.00,-82.00,-82.00,-66.00,16,5,-73.72,6.21,23.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053425543,6,0,0,0.00,0.00,0.00,10,116,-91.50,-121.00,-100.00,-82.00,-82.00,-66.00,16,5,-73.72,6.21,23.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053426543,6,0,0,0.00,0.00,0.00,10,116,-93.25,-121.00,-110.50,-91.00,-82.00,-66.00,16,5,-75.47,6.18,22.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053427543,6,0,0,0.00,0.00,0.00,10,116,-79.62,-100.00,-100.00,-74.00,-66.00,-66.00,16,5,-61.84,6.44,22.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053428543,6,0,0,0.00,0.00,0.00,10,111,-76.71,-100.00,-82.00,-66.00,-66.00,-66.00,14,5,-58.93,6.51,22.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053429543,6,0,0,0.00,0.00,0.00,10,116,-72.69,-100.00,-82.00,-66.00,-66.00,-66.00,13,5,-54.91,6.62,22.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053430543,6,0,0,0.00,0.00,0.00,10,116,-72.69,-100.00,-82.00,-66.00,-66.00,-66.00,13,5,-54.91,6.62,22.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053431543,6,0,0,0.00,0.00,0.00,10,116,-71.94,-82.00,-82.00,-68.50,-66.00,-66.00,16,5,-54.16,6.64,22.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053432543,6,1,2,634.67,1.80,2.42,142,388,-70.94,-82.00,-76.50,-66.00,-66.00,-66.00,16,5,-53.16,6.67,21.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053433543,6,0,0,0.00,0.00,0.00,10,116,-70.94,-82.00,-82.00,-66.00,-66.00,-65.00,16,5,-53.16,6.67,20.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053434543,6,0,0,0.00,0.00,0.00,10,116,-70.94,-82.00,-82.00,-66.00,-66.00,-65.00,16,5,-53.16,6.67,21.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053435543,6,0,0,0.00,0.00,0.00,10,116,-70.75,-82.00,-77.00,-66.00,-66.00,-66.00,16,5,-52.97,6.68,21.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053436543,6,0,0,0.00,0.00,0.00,10,116,-72.81,-82.00,-82.00,-66.00,-66.00,-65.00,16,5,-55.03,6.62,20.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053437543,6,0,0,0.00,0.00,0.00,10,116,-70.62,-82.00,-82.00,-66.00,-65.00,-65.00,16,5,-52.84,6.68,20.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053438543,6,0,0,0.00,0.00,0.00,10,111,-70.81,-82.00,-82.00,-66.00,-66.00,-65.00,16,5,-53.03,6.68,21.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053439543,6,0,0,0.00,0.00,0.00,10,116,-70.81,-82.00,-82.00,-66.00,-66.00,-65.00,16,5,-53.03,6.68,22.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053440543,6,0,0,0.00,0.00,0.00,10,116,-69.75,-82.00,-74.00,-66.00,-65.50,-65.00,16,5,-51.97,6.71,24.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053441543,6,0,0,0.00,0.00,0.00,10,116,-72.19,-92.00,-82.00,-66.00,-65.00,-65.00,16,5,-54.41,6.63,24.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053442543,6,5,1,0.00,5.62,1.40,250,321,-70.69,-82.00,-82.00,-66.00,-65.00,-65.00,16,5,-52.91,6.68,24.00,43.00,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053443543,6,0,0,0.00,0.00,0.00,10,116,-70.69,-82.00,-82.00,-66.00,-65.00,-65.00,16,5,-52.91,6.68,23.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053444543,6,0,0,0.00,0.00,0.00,10,116,-68.60,-82.00,-66.00,-65.00,-65.00,-65.00,15,5,-50.82,6.75,22.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053445543,6,0,0,0.00,0.00,0.00,10,116,-66.00,-66.00,-66.00,-66.00,-66.00,-66.00,14,5,-48.22,6.84,22.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053446543,6,0,0,0.00,0.00,0.00,10,116,-65.88,-66.00,-66.00,-66.00,-66.00,-65.00,16,5,-48.09,6.85,20.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053447543,6,0,0,0.00,0.00,0.00,10,116,-70.00,-82.00,-71.00,-66.00,-66.00,-65.00,14,5,-52.22,6.70,20.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053448543,6,0,0,0.00,0.00,0.00,10,111,-70.00,-82.00,-71.00,-66.00,-66.00,-65.00,14,5,-52.22,6.70,21.50,43.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053449543,6,0,0,0.00,0.00,0.00,10,116,-73.06,-82.00,-82.00,-68.50,-65.50,-65.00,16,5,-55.28,6.61,21.50,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053450543,6,0,0,0.00,0.00,0.00,10,116,-71.31,-82.00,-82.00,-66.00,-66.00,-66.00,16,5,-53.53,6.66,21.50,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053451543,6,0,0,0.00,0.00,0.00,10,116,-69.94,-82.00,-74.00,-66.00,-66.00,-65.00,16,5,-52.16,6.70,22.00,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053452543,6,0,0,0.00,0.00,0.00,10,116,-69.94,-82.00,-74.00,-66.00,-66.00,-65.00,16,5,-52.16,6.70,21.50,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053453543,6,0,0,0.00,0.00,0.00,10,111,-67.45,-82.00,-66.00,-66.00,-66.00,-66.00,11,28,-42.19,44.77,25.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053454543,6,0,0,0.00,0.00,0.00,10,116,-68.00,-82.00,-66.00,-66.00,-66.00,-66.00,16,28,-42.74,44.55,24.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053455543,6,0,0,0.00,0.00,0.00,10,116,-76.00,-82.00,-82.00,-82.00,-66.00,-66.00,16,28,-50.74,41.94,24.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053456543,6,0,0,0.00,0.00,0.00,10,116,-74.25,-102.00,-82.00,-66.00,-66.00,-66.00,16,28,-48.99,42.44,24.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053457543,6,0,0,0.00,0.00,0.00,10,116,-74.25,-102.00,-82.00,-66.00,-66.00,-66.00,16,28,-48.99,42.44,23.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053458543,6,6,4,0.00,6.80,4.96,285,436,-73.33,-82.00,-82.00,-66.00,-66.00,-65.00,15,5,-55.55,6.60,22.00,43.00,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053459543,6,0,0,0.00,0.00,0.00,10,65,-75.79,-102.00,-82.00,-76.50,-66.00,-66.00,14,5,-58.00,6.53,22.50,44.00,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053460543,6,0,0,0.00,0.00,0.00,10,116,-77.69,-102.00,-82.00,-82.00,-68.50,-65.00,16,5,-59.91,6.48,23.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053461543,6,0,0,0.00,0.00,0.00,10,116,-75.20,-119.00,-82.00,-71.00,-65.00,-65.00,15,5,-57.42,6.55,24.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053462543,6,0,0,0.00,0.00,0.00,10,116,-75.20,-119.00,-82.00,-71.00,-65.00,-65.00,15,5,-57.42,6.55,24.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053463543,6,0,0,0.00,0.00,0.00,10,116,-70.69,-82.00,-82.00,-66.00,-65.00,-65.00,16,5,-52.91,6.68,24.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053464543,6,0,0,0.00,0.00,0.00,10,111,-81.12,-102.00,-102.00,-82.00,-66.00,-65.00,16,5,-63.34,6.40,24.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053465543,6,0,0,0.00,0.00,0.00,10,116,-79.88,-102.00,-101.00,-74.00,-65.50,-65.00,16,5,-62.09,6.43,24.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053466543,6,0,0,0.00,0.00,0.00,10,116,-79.88,-102.00,-101.00,-74.00,-65.50,-65.00,16,5,-62.09,6.43,21.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053467543,6,0,0,0.00,0.00,0.00,10,116,-73.93,-100.00,-82.00,-66.00,-65.00,-65.00,14,5,-56.15,6.58,22.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053468543,6,0,0,0.00,0.00,0.00,10,116,-81.69,-100.00,-91.00,-82.00,-68.50,-65.00,16,5,-63.91,6.39,21.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053469543,6,0,0,0.00,0.00,0.00,10,111,-88.25,-121.00,-100.00,-91.00,-74.00,-65.00,16,5,-70.47,6.26,21.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053470543,6,0,0,0.00,0.00,0.00,10,116,-74.62,-102.00,-83.00,-66.00,-66.00,-66.00,16,5,-56.84,6.56,22.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053471543,6,0,0,0.00,0.00,0.00,10,116,-74.62,-102.00,-83.00,-66.00,-66.00,-66.00,16,5,-56.84,6.56,21.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053472543,6,0,0,0.00,0.00,0.00,10,116,-77.47,-102.00,-100.00,-66.00,-66.00,-66.00,15,5,-59.69,6.49,23.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053473543,6,0,0,0.00,0.00,0.00,10,116,-66.00,-66.00,-66.00,-66.00,-66.00,-66.00,16,5,-48.22,6.84,22.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053474543,6,0,0,0.00,0.00,0.00,10,111,-66.00,-66.00,-66.00,-66.00,-66.00,-66.00,16,5,-48.22,6.84,22.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053475543,6,0,0,0.00,0.00,0.00,10,116,-66.00,-66.00,-66.00,-66.00,-66.00,-66.00,16,5,-48.22,6.84,23.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053476543,6,0,0,0.00,0.00,0.00,10,116,-68.12,-100.00,-66.00,-66.00,-66.00,-66.00,16,5,-50.34,6.77,22.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053477543,6,0,0,0.00,0.00,0.00,10,116,-67.94,-100.00,-66.00,-66.00,-66.00,-65.00,16,5,-50.16,6.77,22.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053478543,6,0,0,0.00,0.00,0.00,10,116,-66.81,-82.00,-66.00,-66.00,-66.00,-65.00,16,5,-49.03,6.81,24.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053479543,6,0,0,0.00,0.00,0.00,10,111,-65.88,-66.00,-66.00,-66.00,-66.00,-65.00,16,5,-48.09,6.85,21.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053480543,6,0,0,0.00,0.00,0.00,10,116,-65.88,-66.00,-66.00,-66.00,-66.00,-65.00,16,5,-48.09,6.85,20.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053481543,6,0,0,0.00,0.00,0.00,10,116,-65.94,-66.00,-66.00,-66.00,-66.00,-65.00,16,5,-48.16,6.85,20.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053482543,6,0,0,0.00,0.00,0.00,10,116,-67.81,-82.00,-66.00,-66.00,-66.00,-65.00,16,5,-50.03,6.78,21.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053483543,6,0,0,0.00,0.00,0.00,10,116,-65.62,-66.00,-66.00,-66.00,-65.00,-65.00,16,5,-47.84,6.86,21.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053484543,6,0,0,0.00,0.00,0.00,10,111,-65.62,-66.00,-66.00,-66.00,-65.00,-65.00,16,5,-47.84,6.86,19.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053485543,6,0,0,0.00,0.00,0.00,10,116,-69.69,-82.00,-74.00,-66.00,-65.00,-65.00,16,5,-51.91,6.71,20.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053486543,6,0,0,0.00,0.00,0.00,10,116,-70.88,-82.00,-82.00,-66.00,-66.00,-65.00,16,5,-53.09,6.67,22.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053487543,6,0,0,0.00,0.00,0.00,10,116,-70.00,-82.00,-74.00,-66.00,-66.00,-66.00,16,5,-52.22,6.70,22.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053488543,6,0,0,0.00,0.00,0.00,10,116,-70.06,-82.00,-75.50,-66.00,-66.00,-65.00,16,5,-52.28,6.70,22.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053489543,6,0,0,0.00,0.00,0.00,10,111,-70.06,-82.00,-75.50,-66.00,-66.00,-65.00,16,5,-52.28,6.70,22.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053490543,6,0,0,0.00,0.00,0.00,10,116,-70.31,-89.00,-74.00,-66.00,-66.00,-65.00,16,5,-52.53,6.69,23.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053491543,6,0,0,0.00,0.00,0.00,10,116,-72.75,-82.00,-82.00,-66.00,-65.50,-65.00,16,5,-54.97,6.62,24.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053492543,6,0,0,0.00,0.00,0.00,10,116,-72.69,-82.00,-82.00,-66.00,-65.00,-65.00,16,5,-54.91,6.62,22.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053493543,6,0,0,0.00,0.00,0.00,10,116,-72.69,-82.00,-82.00,-66.00,-65.00,-65.00,16,5,-54.91,6.62,21.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053494543,6,0,0,0.00,0.00,0.00,10,111,-72.69,-82.00,-82.00,-66.00,-65.00,-65.00,16,5,-54.91,6.62,20.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053495543,6,0,0,0.00,0.00,0.00,10,116,-73.00,-119.00,-82.00,-66.00,-65.00,-65.00,16,5,-55.22,6.61,21.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053496543,6,0,0,0.00,0.00,0.00,10,116,-72.88,-119.00,-82.00,-66.00,-65.00,-65.00,16,5,-55.09,6.61,21.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053497543,6,0,0,0.00,0.00,0.00,10,116,-72.38,-119.00,-66.00,-66.00,-66.00,-65.00,16,5,-54.59,6.63,20.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053498543,6,0,0,0.00,0.00,0.00,10,116,-72.38,-119.00,-66.00,-66.00,-66.00,-65.00,16,5,-54.59,6.63,20.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053499543,6,0,0,0.00,0.00,0.00,10,111,-72.81,-82.00,-82.00,-66.00,-66.00,-65.00,16,5,-55.03,6.62,21.50,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053500543,6,0,0,0.00,0.00,0.00,10,116,-70.00,-82.00,-74.00,-66.00,-66.00,-66.00,16,5,-52.22,6.70,22.00,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1749053501543,6,0,0,0.00,0.00,0.00,10,116,-71.56,-82.00,-82.00,-66.00,-65.00,-65.00,16,5,-53.78,6.65,22.00,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
