Time (UNIX ms),UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP (dBm),N_RSRP_MEAS,N_PRB,RSSI (dBm),RSRQ (dB),PUSCH_SNR (dB),PUCCH_SNR (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,CQI_SINGLE_CODEWORD,CQI_DUAL_CODEWORD,
1746813067041,17,220,220,210.50,221.74,215.05,646,5766,-76.44,16,5,-58.66,6.52,18.00,15.00,7,20,0.11,0.05,0.17,0.18,0.00,0.02,0,0,
1746813068041,17,220,220,274.00,221.71,223.72,562,5279,-76.50,16,99,-45.75,165.53,20.00,16.00,7,20,0.10,0.16,0.17,0.18,0.00,0.02,0,0,
1746813069041,17,208,220,987.00,209.73,223.74,708,5539,-76.50,16,5,-58.72,6.51,18.00,15.00,7,19,0.13,0.10,0.17,0.18,0.00,0.02,0,0,
1746813070041,17,220,220,1110.00,233.78,223.84,752,5302,-76.44,16,5,-58.66,6.52,17.50,13.00,7,19,0.11,0.05,0.17,0.18,0.00,0.02,0,0,
1746813071041,17,220,220,214.50,221.81,223.84,637,5811,-76.06,16,5,-58.28,6.53,18.50,15.00,6,22,0.14,0.06,0.17,0.18,0.00,0.02,0,0,
1746813072041,17,220,220,212.00,221.64,223.78,703,5259,-76.56,16,5,-58.78,6.51,18.00,17.00,6,16,0.05,0.14,0.17,0.18,0.00,0.02,0,0,
1746813073041,17,220,208,310.00,221.71,211.78,871,5660,-76.69,16,5,-58.91,6.51,18.00,14.00,7,15,0.10,0.08,0.17,0.18,0.00,0.02,0,0,
1746813074041,17,220,220,126.50,221.80,223.49,1020,4815,-76.69,16,5,-58.91,6.51,18.00,18.00,7,13,0.10,0.07,0.17,0.18,0.00,0.02,0,0,
1746813075041,17,208,220,900.00,209.74,223.74,1001,4814,-76.31,16,5,-58.53,6.52,19.00,10.00,7,17,0.07,0.03,0.17,0.18,0.00,0.02,0,0,
1746813076041,17,220,220,724.00,221.75,223.89,644,5579,-76.62,16,90,-46.29,148.98,20.50,19.00,7,23,0.09,0.08,0.17,0.18,0.00,0.02,0,0,
1746813077041,17,220,220,275.00,221.71,223.77,670,5218,-76.81,16,27,-51.71,40.11,16.00,14.00,7,18,0.08,0.17,0.17,0.18,0.00,0.02,0,0,
1746813078041,17,220,208,328.50,221.75,220.58,809,5011,-76.50,16,5,-58.72,6.51,18.50,17.00,7,15,0.12,0.07,0.17,0.18,0.00,0.02,0,0,
1746813079041,17,220,220,156.50,221.66,215.06,1029,5163,-76.50,16,5,-58.72,6.51,18.00,15.00,6,15,0.07,0.04,0.17,0.18,0.00,0.02,0,0,
1746813080041,17,220,220,313.50,221.64,223.63,753,4501,-76.38,16,106,-45.33,178.60,20.00,18.00,7,18,0.15,0.05,0.17,0.18,0.00,0.02,0,0,
1746813081041,17,208,220,691.00,209.67,223.78,672,5382,-76.69,16,5,-58.91,6.51,18.50,16.00,6,19,0.08,0.08,0.17,0.18,0.00,0.02,0,0,
1746813082041,17,220,220,479.50,221.70,223.79,742,5223,-76.44,16,19,-52.86,27.48,13.00,10.00,8,19,0.05,0.11,0.17,0.18,0.00,0.02,0,0,
1746813083041,17,220,220,77.00,221.66,223.74,790,5062,-76.44,16,5,-58.66,6.52,18.50,17.00,6,18,0.11,0.11,0.17,0.18,0.00,0.02,0,0,
1746813084041,17,220,208,192.00,221.59,211.76,736,5063,-76.38,16,5,-58.59,6.52,17.50,11.00,8,15,0.04,0.16,0.17,0.18,0.00,0.02,0,0,
1746813085041,17,220,220,309.33,221.72,223.65,1055,4802,-76.44,16,5,-58.66,6.52,17.00,14.00,6,12,0.10,0.07,0.17,0.18,0.00,0.02,0,0,
1746813086041,17,220,220,508.00,221.70,223.63,1049,4999,-76.38,16,106,-45.33,178.60,20.00,15.00,8,16,0.05,0.05,0.17,0.18,0.00,0.02,0,0,
1746813087041,17,208,220,507.00,209.63,223.88,697,4998,-76.50,16,5,-58.72,6.51,16.50,10.00,6,17,0.10,0.05,0.17,0.18,0.00,0.02,0,0,
1746813088041,17,220,220,446.50,221.66,223.73,821,5363,-76.50,16,5,-58.72,6.51,17.50,17.00,7,16,0.06,0.11,0.17,0.18,0.00,0.02,0,0,
1746813089041,17,220,220,1138.00,221.76,223.74,826,6131,-76.31,16,5,-58.53,6.52,18.00,11.00,7,15,0.08,0.06,0.17,0.18,0.00,0.02,0,0,
1746813090041,17,220,220,320.50,221.76,223.80,960,6053,-76.31,16,5,-58.53,6.52,19.00,16.00,7,14,0.11,0.08,0.17,0.18,0.00,0.02,0,0,
1746813091041,17,220,208,193.50,221.78,211.90,883,6271,-76.38,16,5,-58.59,6.52,16.50,13.00,7,18,0.13,0.03,0.17,0.18,0.00,0.02,0,0,
1746813092041,17,220,220,216.00,221.76,223.68,567,4949,-76.38,16,5,-58.59,6.52,17.50,16.00,6,22,0.16,0.17,0.17,0.18,0.00,0.02,0,0,
1746813093041,17,208,220,381.00,209.63,223.82,670,5238,-76.50,16,5,-58.72,6.51,17.50,11.00,6,17,0.06,0.10,0.17,0.18,0.00,0.02,0,0,
1746813094041,17,220,220,381.00,221.78,223.92,893,6144,-76.00,16,5,-58.22,6.53,17.50,17.00,7,17,0.13,0.11,0.17,0.19,0.00,0.02,0,0,
1746813095041,17,220,220,799.00,233.82,223.74,889,5416,-76.44,16,5,-58.66,6.52,17.50,14.00,7,17,0.08,0.07,0.17,0.19,0.00,0.02,0,0,
1746813096041,17,220,220,165.50,221.81,223.74,810,6047,-76.19,16,5,-58.41,6.52,18.00,17.00,7,18,0.12,0.07,0.17,0.19,0.00,0.02,0,0,
1746813097041,17,220,208,316.50,221.71,211.67,810,5460,-76.19,16,5,-58.41,6.52,18.50,15.00,7,17,0.10,0.13,0.17,0.19,0.00,0.02,0,0,
1746813098041,17,220,220,94.00,221.73,223.54,784,4584,-76.19,16,99,-45.44,165.99,20.50,13.00,7,17,0.09,0.08,0.17,0.19,0.00,0.02,0,0,
1746813099041,17,208,220,359.00,209.80,223.74,781,5863,-76.31,16,5,-58.53,6.52,18.00,16.00,7,17,0.12,0.06,0.17,0.19,0.00,0.02,0,0,
1746813100041,17,220,220,339.00,221.76,223.74,909,5861,-76.00,16,5,-58.22,6.53,17.50,17.00,7,16,0.11,0.14,0.17,0.19,0.00,0.02,0,0,
1746813101041,17,220,220,965.00,233.78,223.74,916,5107,-76.00,16,5,-58.22,6.53,17.50,14.00,7,15,0.11,0.06,0.17,0.19,0.00,0.02,0,0,
1746813102041,17,220,208,954.00,221.71,220.58,943,5473,-76.06,16,27,-50.96,40.30,15.50,17.00,7,14,0.10,0.05,0.17,0.19,0.00,0.02,0,0,
1746813103041,17,220,220,248.50,221.76,215.25,742,6088,-76.12,16,5,-58.34,6.52,18.50,14.00,7,19,0.11,0.05,0.17,0.19,0.00,0.02,0,0,
1746813104041,17,220,220,406.00,221.71,223.62,701,5068,-76.12,16,106,-45.08,179.00,20.00,16.00,7,20,0.09,0.09,0.17,0.19,0.00,0.02,0,0,
1746813105041,17,208,220,203.00,209.78,223.86,696,5985,-76.00,16,5,-58.22,6.53,17.50,15.00,7,19,0.08,0.08,0.17,0.19,0.00,0.02,0,0,
1746813106041,17,220,220,1125.50,221.76,223.88,678,5427,-76.00,16,5,-58.22,6.53,18.00,12.00,7,19,0.07,0.07,0.17,0.19,0.00,0.02,0,0,
1746813107041,17,220,220,875.50,221.80,223.77,670,5421,-76.00,16,27,-50.89,40.32,15.50,15.00,7,22,0.12,0.08,0.17,0.19,0.00,0.02,0,0,
1746813108041,17,220,208,888.50,221.76,220.44,765,5825,-76.00,16,27,-50.89,40.32,16.00,16.00,7,17,0.10,0.13,0.17,0.19,0.00,0.02,0,0,
1746813109041,17,220,220,217.50,221.76,215.07,854,6195,-76.00,16,5,-58.22,6.53,17.50,13.00,7,17,0.08,0.10,0.17,0.19,0.00,0.02,0,0,
1746813110041,17,220,220,292.00,221.82,223.54,859,5495,-76.00,16,99,-45.25,166.27,20.50,13.00,7,17,0.12,0.06,0.17,0.19,0.00,0.01,0,0,
1746813111041,17,208,220,450.00,209.73,223.74,740,5929,-76.00,16,5,-58.22,6.53,17.50,12.00,7,16,0.09,0.07,0.17,0.20,0.00,0.01,0,0,
1746813112041,17,220,220,876.00,221.71,223.75,872,5240,-76.00,16,90,-45.67,149.78,20.50,15.00,7,14,0.08,0.07,0.17,0.19,0.00,0.01,0,0,
1746813113041,17,220,220,626.00,233.90,223.92,924,5964,-76.00,16,27,-50.89,40.32,16.00,12.00,7,18,0.09,0.06,0.17,0.19,0.00,0.01,0,0,
1746813114041,17,220,208,852.00,221.66,220.44,709,4641,-76.00,16,27,-50.89,40.32,16.00,16.00,7,18,0.08,0.06,0.17,0.19,0.00,0.01,0,0,
1746813115041,17,220,220,92.50,221.74,215.03,673,5331,-76.00,16,5,-58.22,6.53,17.50,14.00,7,17,0.06,0.22,0.17,0.20,0.00,0.01,0,0,
1746813116041,17,220,220,185.67,221.82,223.54,1059,5877,-76.00,16,27,-50.89,40.32,15.50,13.00,7,12,0.12,0.10,0.17,0.20,0.00,0.01,0,0,
1746813117041,17,208,220,391.00,221.87,223.74,1263,5215,-76.12,16,106,-45.08,179.00,20.00,17.00,7,13,0.07,0.04,0.17,0.19,0.00,0.01,0,0,
1746813118041,17,220,220,758.50,221.76,223.92,718,5833,-76.25,16,90,-45.92,149.46,20.50,13.00,7,21,0.09,0.03,0.17,0.19,0.00,0.01,0,0,
1746813119041,17,220,220,1424.00,221.78,223.74,685,5378,-76.00,16,5,-58.22,6.53,17.50,13.00,7,19,0.08,0.12,0.17,0.20,0.00,0.01,0,0,
1746813120041,17,220,220,670.50,221.74,223.74,720,5282,-76.00,16,27,-50.89,40.32,15.50,14.00,7,18,0.09,0.07,0.17,0.20,0.00,0.01,0,0,
1746813121041,17,220,208,467.50,221.78,211.90,847,5973,-76.00,16,5,-58.22,6.53,18.50,13.00,7,18,0.13,0.07,0.17,0.20,0.00,0.01,0,0,
1746813122041,17,220,220,71.00,221.71,223.55,831,5088,-76.31,16,27,-51.21,40.24,15.50,14.00,7,16,0.10,0.09,0.17,0.20,0.00,0.01,0,0,
1746813123041,17,208,220,219.00,209.75,223.84,750,5898,-76.00,16,5,-58.22,6.53,17.00,12.00,6,16,0.13,0.05,0.17,0.20,0.00,0.01,0,0,
1746813124041,17,220,220,898.50,245.68,223.70,900,5074,-76.00,16,5,-58.22,6.53,18.50,16.00,6,14,0.05,0.11,0.17,0.20,0.00,0.01,0,0,
1746813125041,17,220,220,1292.00,221.69,223.74,1056,4671,-76.31,16,27,-51.21,40.24,15.50,14.00,7,14,0.17,0.06,0.17,0.20,0.00,0.01,0,0,
1746813126041,17,220,208,796.50,221.68,211.26,920,6495,-76.25,16,5,-58.47,6.52,18.00,10.00,5,17,0.08,0.04,0.17,0.20,0.00,0.01,0,0,
1746813127041,17,220,220,404.33,257.76,223.39,1126,4665,-76.25,16,5,-58.47,6.52,18.50,16.00,8,10,0.10,0.27,0.17,0.20,0.00,0.02,0,0,
1746813128041,17,220,220,453.50,222.14,223.32,2074,5758,-76.62,16,68,-47.51,109.68,21.50,12.00,5,5,0.10,0.10,0.17,0.20,0.00,0.02,0,0,
1746813129041,17,208,220,107.00,210.15,223.38,2099,6710,-76.62,16,27,-51.52,40.16,15.00,15.00,7,8,0.06,0.04,0.17,0.20,0.00,0.02,0,0,
1746813130041,17,220,220,618.00,221.84,223.77,1199,6138,-76.44,16,90,-46.10,149.22,20.50,16.00,7,15,0.08,0.06,0.17,0.20,0.00,0.02,0,0,
1746813131041,17,220,220,1107.00,221.92,223.92,763,6288,-76.44,16,106,-45.39,178.50,19.50,14.00,7,21,0.13,0.04,0.17,0.20,0.00,0.02,0,0,
1746813132041,17,220,220,594.00,221.75,223.77,636,6050,-76.06,16,56,-47.79,89.13,22.00,12.00,6,20,0.08,0.09,0.17,0.20,0.00,0.02,0,0,
1746813133041,17,220,208,194.00,221.66,211.67,789,5390,-76.06,16,5,-58.28,6.53,17.00,10.00,7,18,0.05,0.08,0.17,0.20,0.00,0.02,0,0,
1746813134041,17,220,220,296.00,221.74,223.57,907,4970,-76.38,16,5,-58.59,6.52,18.00,13.00,6,13,0.12,0.11,0.17,0.20,0.00,0.02,0,0,
1746813135041,17,208,220,399.00,209.65,223.78,1061,5243,-76.31,16,5,-58.53,6.52,17.00,10.00,6,13,0.05,0.04,0.17,0.20,0.00,0.02,0,0,
1746813136041,17,220,220,859.00,233.88,223.53,1393,5172,-76.50,16,69,-47.32,111.55,21.50,14.00,5,9,0.14,0.10,0.17,0.20,0.00,0.02,0,0,
1746813137041,17,220,220,995.00,221.76,223.18,1491,6969,-76.12,16,68,-47.01,110.12,21.50,10.00,5,11,0.05,0.04,0.17,0.20,0.00,0.02,0,0,
1746813138041,17,220,220,441.00,221.80,223.88,1059,6297,-76.12,16,27,-51.02,40.29,15.50,15.00,7,18,0.10,0.05,0.17,0.20,0.00,0.02,0,0,
1746813139041,17,220,208,120.50,233.79,211.65,798,5437,-76.19,16,5,-58.41,6.52,17.50,13.00,7,19,0.12,0.07,0.17,0.20,0.00,0.02,0,0,
1746813140041,17,220,220,153.50,221.81,223.78,688,6395,-76.00,16,27,-50.89,40.32,15.00,16.00,7,19,0.13,0.06,0.17,0.20,0.00,0.02,0,0,
1746813141041,17,208,220,176.00,209.78,223.88,700,6256,-76.19,16,5,-58.41,6.52,17.00,10.00,7,19,0.13,0.07,0.17,0.20,0.00,0.02,0,0,
1746813142041,17,220,220,664.50,221.76,223.74,841,5430,-76.19,16,90,-45.85,149.54,20.50,15.00,7,17,0.13,0.10,0.17,0.20,0.00,0.02,0,0,
1746813143041,17,220,220,805.00,221.76,223.74,744,5416,-76.19,16,106,-45.14,178.90,20.00,16.00,7,16,0.12,0.05,0.17,0.20,0.00,0.02,0,0,
1746813144041,17,220,220,556.50,221.71,223.74,707,5630,-76.06,16,27,-50.96,40.30,16.00,18.00,7,20,0.10,0.05,0.17,0.20,0.00,0.02,0,0,
1746813145041,17,220,208,223.00,233.83,211.61,669,5980,-76.12,16,5,-58.34,6.52,18.50,15.00,7,18,0.09,0.14,0.17,0.20,0.00,0.02,0,0,
1746813146041,17,220,220,301.50,221.76,223.66,844,5877,-76.00,16,5,-58.22,6.53,18.50,17.00,7,16,0.09,0.08,0.17,0.20,0.00,0.02,0,0,
1746813147041,17,208,220,31.00,209.66,223.74,830,4774,-76.00,16,5,-58.22,6.53,20.00,18.00,7,15,0.11,0.07,0.17,0.20,0.00,0.01,0,0,
1746813148041,17,220,220,522.00,238.42,223.39,1087,5822,-76.38,16,90,-46.04,149.30,21.00,17.00,7,10,0.08,0.22,0.17,0.21,0.00,0.02,0,0,
1746813149041,17,220,220,878.50,222.10,223.74,1951,5220,-76.31,16,106,-45.27,178.70,20.00,17.00,7,5,0.10,0.08,0.17,0.21,0.00,0.02,0,0,
1746813150041,17,220,208,1260.00,222.64,220.34,2835,6120,-76.00,16,27,-50.89,40.32,16.50,16.00,7,2,0.12,0.16,0.17,0.21,0.00,0.02,0,0,
1746813151041,17,220,220,2198.12,235.60,214.81,5488,5195,-76.31,16,5,-58.53,6.52,17.50,14.00,7,0,0.09,0.18,0.17,0.21,0.00,0.02,0,0,
1746813152041,17,220,220,1853.33,224.26,223.80,7344,5786,-76.31,16,5,-58.53,6.52,18.50,17.00,7,0,0.10,0.07,0.17,0.20,0.00,0.02,0,0,
1746813153041,17,208,220,425.00,211.14,223.74,4550,5807,-76.00,16,106,-44.96,179.20,20.00,16.00,7,6,0.07,0.03,0.17,0.20,0.00,0.02,0,0,
1746813154041,17,220,220,335.00,221.89,223.84,1327,6698,-76.12,16,90,-45.79,149.62,20.50,11.00,7,13,0.10,0.07,0.17,0.20,0.00,0.02,0,0,
1746813155041,17,220,220,510.00,221.78,223.74,1012,5958,-76.00,16,27,-50.89,40.32,15.50,15.00,7,15,0.10,0.03,0.17,0.20,0.00,0.02,0,0,
1746813156041,17,220,220,228.50,233.79,223.62,798,6010,-76.00,16,27,-50.89,40.32,16.00,12.00,7,19,0.11,0.13,0.17,0.20,0.00,0.02,0,0,
1746813157041,17,220,208,848.50,233.90,211.78,734,5587,-76.00,16,5,-58.22,6.53,18.00,12.00,6,19,0.14,0.06,0.17,0.20,0.00,0.02,0,0,
1746813158041,17,220,220,924.50,221.64,223.73,725,5251,-76.00,16,5,-58.22,6.53,19.00,16.00,6,19,0.06,0.05,0.17,0.20,0.00,0.02,0,0,
1746813159041,17,208,220,245.00,209.75,223.76,624,6773,-76.38,16,90,-46.04,149.30,12.50,11.00,7,20,0.12,0.06,0.17,0.20,0.00,0.02,0,0,
1746813160041,17,220,220,470.50,221.86,223.83,727,6018,-76.06,16,5,-58.28,6.53,17.50,18.00,6,19,0.16,0.09,0.17,0.20,0.00,0.02,0,0,
1746813161041,17,220,220,411.50,221.64,223.77,744,5250,-76.06,16,5,-58.28,6.53,17.00,11.00,6,18,0.06,0.10,0.17,0.20,0.00,0.02,0,0,
1746813162041,17,220,208,994.50,221.76,220.54,804,5801,-76.38,16,27,-51.27,40.22,15.00,16.00,7,17,0.13,0.09,0.17,0.20,0.00,0.02,0,0,
1746813163041,17,220,220,674.50,233.74,214.99,879,5312,-76.31,16,5,-58.53,6.52,18.00,16.00,6,16,0.08,0.13,0.17,0.20,0.00,0.02,0,0,
1746813164041,17,220,220,793.50,221.71,223.86,905,5998,-76.00,16,106,-44.96,179.20,12.00,13.00,7,15,0.10,0.10,0.17,0.20,0.00,0.02,0,0,
1746813165041,17,208,220,290.00,209.80,223.88,813,6609,-76.00,16,106,-44.96,179.20,12.00,13.00,7,15,0.13,0.07,0.17,0.20,0.00,0.02,0,0,
1746813166041,17,220,220,284.50,221.73,223.78,898,5016,-76.00,16,5,-58.22,6.53,17.50,12.00,6,14,0.08,0.06,0.17,0.20,0.00,0.02,0,0,
1746813167041,17,220,220,281.50,221.71,223.78,911,5550,-76.06,16,27,-50.96,40.30,15.00,16.00,7,16,0.11,0.06,0.17,0.20,0.00,0.02,0,0,
1746813168041,17,220,220,854.50,245.75,223.50,808,5613,-76.38,16,106,-45.33,178.60,12.50,10.00,7,17,0.13,0.22,0.17,0.21,0.00,0.02,0,0,
1746813169041,17,220,208,1485.00,221.77,211.67,1125,5572,-76.00,16,5,-58.22,6.53,18.00,15.00,6,10,0.08,0.13,0.17,0.20,0.00,0.02,0,0,
1746813170041,17,220,220,779.50,221.82,223.67,1496,6317,-76.00,16,106,-44.96,179.20,7.50,10.00,6,8,0.07,0.11,0.17,0.20,0.00,0.02,0,0,
1746813171041,17,208,220,793.00,209.86,223.79,1815,6133,-76.00,6,106,-44.96,179.20,8.00,12.00,6,6,0.07,0.07,0.17,0.20,0.00,0.02,0,0,
1746813172041,17,220,220,187.50,221.94,223.74,2012,6330,-76.57,7,5,-58.79,6.51,17.50,15.00,6,7,0.09,0.05,0.17,0.20,0.00,0.02,0,0,
1746813173041,17,220,220,234.50,221.79,223.78,1387,5929,-76.29,14,106,-45.24,178.74,7.50,10.00,6,12,0.07,0.02,0.17,0.20,0.00,0.02,0,0,
1746813174041,17,220,220,941.00,233.76,223.22,1236,7339,-76.50,8,105,-45.50,176.55,8.00,13.00,5,10,0.08,0.09,0.17,0.20,0.00,0.02,0,0,
1746813175041,17,220,208,1557.75,245.98,211.39,2165,5254,-76.50,8,5,-58.72,6.51,17.50,14.00,7,3,0.14,0.18,0.17,0.21,0.00,0.02,0,0,
1746813176041,17,220,220,1495.67,223.30,223.34,5484,6027,-76.00,7,5,-58.22,6.53,19.50,11.00,3,1,0.10,0.07,0.17,0.20,0.00,0.02,0,0,
1746813177041,17,208,220,1726.20,211.89,223.32,6543,5926,-76.00,12,5,-58.22,6.53,17.50,16.00,6,0,0.04,0.14,0.17,0.20,0.00,0.02,0,0,
1746813178041,,,,,,,,,,,,,,,,,,,,,,,,,,
1746813179041,,,,,,,,,,,,,,,,,,,,,,,,,,
1746813180041,17,220,220,1050.00,222.28,223.49,2564,5576,-76.00,5,62,-47.28,99.65,20.00,13.00,3,4,0.13,0.12,0.17,0.20,0.00,0.02,0,0,
1746813181041,17,220,208,1437.25,222.42,211.03,2848,5262,-76.00,12,5,-58.22,6.53,17.00,13.00,3,4,0.05,0.07,0.17,0.20,0.00,0.02,0,0,
1746813182041,17,220,220,1727.25,235.05,223.46,4536,5743,-76.00,16,106,-44.96,179.20,18.50,14.00,8,0,0.15,0.18,0.17,0.20,0.00,0.02,0,0,
1746813183041,17,208,220,1692.20,212.03,223.78,6914,5285,-76.00,16,5,-58.22,6.53,17.00,14.00,6,0,0.08,0.07,0.17,0.20,0.00,0.02,0,0,
1746813184041,17,220,220,652.25,223.40,223.73,5278,4855,-76.00,16,106,-44.96,179.20,18.00,11.00,8,5,0.11,0.08,0.17,0.19,0.00,0.02,0,0,
1746813185041,17,220,220,259.00,222.10,223.74,2154,5186,-76.00,16,5,-58.22,6.53,16.50,13.00,6,9,0.08,0.03,0.17,0.19,0.00,0.02,0,0,
1746813186041,17,220,220,744.50,233.79,223.48,1430,4938,-76.19,16,27,-51.08,40.27,16.00,13.00,7,7,0.08,0.17,0.17,0.19,0.00,0.02,0,0,
1746813187041,17,220,208,1258.50,222.10,211.65,2219,4575,-76.00,16,5,-58.22,6.53,17.50,14.00,7,5,0.08,0.06,0.17,0.19,0.00,0.02,0,0,
1746813188041,17,220,220,1699.88,227.70,223.46,4361,4507,-76.00,16,106,-44.96,179.20,18.00,12.00,8,0,0.12,0.16,0.17,0.20,0.00,0.02,0,0,
1746813189041,17,208,220,1380.00,212.01,223.77,6909,5066,-76.00,16,5,-58.22,6.53,18.50,16.00,6,0,0.09,0.11,0.17,0.19,0.00,0.02,0,0,
1746813190041,17,220,220,778.00,224.05,223.78,7049,5836,-76.00,16,5,-58.22,6.53,17.50,14.00,7,2,0.08,0.04,0.17,0.19,0.00,0.02,0,0,
1746813191041,17,220,220,389.50,222.10,223.80,2136,5350,-76.00,16,5,-58.22,6.53,19.00,15.00,7,11,0.09,0.02,0.17,0.19,0.00,0.02,0,0,
1746813192041,17,220,208,989.50,221.78,211.53,978,4957,-76.00,16,28,-50.74,41.94,17.00,11.00,7,17,0.11,0.12,0.17,0.19,0.00,0.02,0,0,
1746813193041,17,220,220,897.50,233.76,223.57,1120,5210,-76.00,16,5,-58.22,6.53,18.50,16.00,7,8,0.09,0.20,0.17,0.19,0.00,0.02,0,0,
1746813194041,17,220,220,625.75,222.14,223.62,2313,5738,-76.12,16,5,-58.34,6.52,17.00,11.00,7,4,0.11,0.11,0.17,0.19,0.00,0.02,0,0,
1746813195041,17,208,220,1867.80,211.74,223.57,5839,5381,-76.00,16,5,-58.22,6.53,19.50,18.00,7,0,0.10,0.13,0.17,0.19,0.00,0.02,0,0,
1746813196041,17,220,220,1238.90,224.29,223.66,7482,5075,-76.38,16,106,-45.33,178.60,18.50,11.00,7,0,0.08,0.10,0.17,0.19,0.00,0.02,0,0,
1746813197041,17,220,220,1066.67,224.22,223.82,7280,5876,-76.38,16,5,-58.59,6.52,18.00,16.00,6,0,0.10,0.07,0.17,0.19,0.00,0.02,0,0,
1746813198041,17,220,208,667.00,223.14,211.86,4839,4987,-76.38,16,7,-57.13,9.36,19.00,14.00,8,6,0.07,0.03,0.17,0.19,0.00,0.02,0,0,
1746813199041,17,220,220,807.50,221.74,223.55,1473,4812,-76.00,16,5,-58.22,6.53,18.00,13.00,6,11,0.09,0.01,0.17,0.19,0.00,0.02,0,0,
1746813200041,17,220,220,535.00,221.64,223.73,947,4948,-76.19,16,106,-45.14,178.90,18.50,13.00,8,16,0.11,0.03,0.17,0.19,0.00,0.02,0,0,
1746813201041,17,208,220,52.00,209.63,223.74,630,5065,-76.00,16,5,-58.22,6.53,17.50,16.00,6,21,0.10,0.05,0.17,0.19,0.00,0.02,0,0,
1746813202041,17,220,220,101.00,221.64,223.78,690,4901,-76.00,16,18,-52.66,25.98,13.50,12.00,8,15,0.07,0.16,0.17,0.19,0.00,0.02,0,0,
1746813203041,17,220,220,192.00,221.70,223.74,992,4790,-76.00,16,5,-58.22,6.53,18.00,14.00,6,13,0.10,0.08,0.17,0.19,0.00,0.02,0,0,
1746813204041,17,220,208,494.00,233.76,211.55,1474,4554,-76.00,16,7,-56.76,9.37,17.50,17.00,8,6,0.07,0.20,0.17,0.19,0.00,0.02,0,0,
1746813205041,17,220,208,1156.75,246.52,211.30,3132,4937,-76.19,16,64,-47.33,103.01,19.50,10.00,5,3,0.13,0.23,0.17,0.19,0.00,0.02,0,0,
1746813206041,17,220,232,1537.50,236.09,235.28,7079,6641,-76.06,16,68,-46.95,110.18,19.50,18.00,5,0,0.05,0.18,0.17,0.20,0.00,0.02,0,0,
1746813207041,17,208,208,2064.25,232.66,211.38,7618,4234,-76.06,16,47,-48.55,73.63,20.50,10.00,7,0,0.13,0.21,0.17,0.20,0.00,0.02,0,0,
1746813208041,17,220,232,1292.30,252.66,235.70,8340,5909,-76.12,16,90,-45.79,149.62,18.50,17.00,7,0,0.13,0.16,0.17,0.21,0.00,0.02,0,0,
1746813209041,17,220,220,1237.44,224.17,223.73,7208,4824,-76.38,16,106,-45.33,178.60,18.50,11.00,7,0,0.10,0.11,0.17,0.21,0.00,0.02,0,0,
1746813210041,17,220,220,1170.89,224.37,223.74,7373,5407,-76.25,16,27,-51.14,40.25,15.50,16.00,7,0,0.14,0.06,0.17,0.21,0.00,0.02,0,0,
1746813211041,17,220,208,532.00,222.72,211.65,3509,5555,-76.25,16,5,-58.47,6.52,17.50,13.00,7,8,0.11,0.02,0.17,0.21,0.00,0.02,0,0,
1746813212041,17,220,220,277.00,233.89,223.66,1307,5542,-76.00,16,5,-58.22,6.53,18.00,13.00,7,15,0.11,0.02,0.17,0.20,0.00,0.02,0,0,
1746813213041,17,208,220,225.00,209.78,223.77,687,5479,-76.12,16,5,-58.34,6.52,18.50,12.00,7,22,0.11,0.02,0.17,0.21,0.00,0.02,0,0,
1746813214041,17,220,220,283.50,221.83,223.88,636,6263,-76.31,16,5,-58.53,6.52,17.50,16.00,7,21,0.10,0.11,0.17,0.21,0.00,0.02,0,0,
1746813215041,17,220,220,294.00,233.74,223.70,647,5426,-76.06,16,5,-58.28,6.53,18.50,13.00,7,20,0.11,0.06,0.17,0.21,0.00,0.02,0,0,
1746813216041,17,220,220,445.50,221.82,223.73,698,5919,-76.06,16,27,-50.96,40.30,15.00,17.00,7,18,0.11,0.10,0.17,0.21,0.00,0.02,0,0,
1746813217041,17,220,208,317.50,221.76,211.76,790,5956,-76.44,16,5,-58.66,6.52,18.50,12.00,6,18,0.14,0.08,0.17,0.21,0.00,0.02,0,0,
1746813218041,17,220,220,936.00,221.64,223.73,747,5249,-76.00,16,5,-58.22,6.53,18.50,17.00,6,17,0.05,0.07,0.17,0.21,0.00,0.02,0,0,
1746813219041,17,208,220,94.00,221.82,223.88,828,6774,-76.25,16,106,-45.21,178.80,13.00,15.00,7,19,0.13,0.04,0.17,0.21,0.00,0.02,0,0,
1746813220041,17,220,220,188.50,221.71,223.46,751,6240,-76.25,16,69,-47.07,111.78,13.00,16.00,5,18,0.08,0.07,0.17,0.21,0.00,0.02,0,0,
1746813221041,17,220,220,225.50,221.71,223.50,779,6490,-76.50,16,5,-58.72,6.51,17.00,13.00,7,16,0.10,0.06,0.17,0.21,0.00,0.02,0,0,
