Time (UNIX ms),UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP.Mean (dBm),RSRP.Minimum (dBm),RSRP.Quartile1 (dBm),RSRP.Median (dBm),RSRP.Quartile3 (dBm),RSRP.Maximum (dBm),RSRP.Count,N_PRB,RSSI (dBm),RSRQ (dB),PUSCH_SNR (dB),PUCCH_SNR (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,CQI_SINGLE_CODEWORD,CQI_DUAL_CODEWORD,
1748891374613,4,0,0,0.00,0.74,0.78,40,248,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,34.50,43.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891375613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,28,-35.74,47.79,26.00,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891376613,4,0,0,0.00,0.74,0.78,40,238,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,28,-35.74,47.79,26.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891377613,4,0,0,0.00,0.74,0.78,40,243,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,28,-35.74,47.79,26.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891378613,4,0,0,0.00,0.74,0.78,40,248,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,28,-35.67,47.83,26.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891379613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,28,-35.74,47.79,26.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891380613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891381613,4,0,0,0.00,0.74,0.78,35,168,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891382613,4,0,0,0.00,0.74,0.78,40,229,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891383613,4,0,0,0.00,0.74,0.78,40,243,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891384613,4,0,0,0.00,0.74,0.78,40,248,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,36.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891385613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891386613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891387613,4,0,0,0.00,0.74,0.78,40,243,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891388613,4,0,0,0.00,0.74,0.78,40,243,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891389613,4,0,0,0.00,0.74,0.78,40,228,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891390613,4,0,0,0.00,0.74,0.78,40,248,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,35.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891391613,4,0,0,0.00,0.74,0.78,40,248,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,34.50,47.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891392613,4,0,0,0.00,0.74,0.78,40,238,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891393613,4,0,0,0.00,0.74,0.78,40,243,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891394613,4,0,0,0.00,0.74,0.78,40,243,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891395613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891396613,4,0,0,0.00,0.74,0.78,40,248,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891397613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891398613,4,0,0,0.00,0.74,0.78,40,238,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891399613,4,0,0,0.00,0.74,0.74,40,221,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891400613,4,0,0,0.00,0.74,0.74,40,206,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891401613,4,0,0,0.00,0.74,0.74,40,226,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,33.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891402613,4,0,0,0.00,0.74,0.74,40,226,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891403613,4,0,0,0.00,0.74,0.78,40,187,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891404613,4,0,0,0.00,0.74,0.74,40,216,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891405613,4,0,0,0.00,0.74,0.74,40,201,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,35.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891406613,4,0,0,0.00,0.74,0.74,40,226,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,35.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891407613,4,0,0,0.00,0.74,0.74,40,222,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,36.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891408613,4,0,0,0.00,0.74,0.74,40,226,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,34.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891409613,4,0,0,0.00,0.74,0.78,35,684,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891410613,4,0,0,0.00,0.74,0.78,40,684,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891411613,4,0,0,0.00,0.74,0.78,40,182,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891412613,4,0,0,0.00,0.74,0.78,40,272,-60.44,-61.00,-61.00,-60.00,-60.00,-60.00,16,5,-42.66,7.08,33.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891413613,4,0,0,0.00,0.74,0.78,40,272,-60.56,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.78,7.08,34.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891414613,4,0,0,0.00,0.74,0.78,40,267,-60.56,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.78,7.08,35.00,42.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891415613,4,4,1,143.50,5.14,2.16,179,406,-60.62,-61.00,-61.00,-61.00,-60.00,-60.00,16,18,-37.28,29.27,29.00,45.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891416613,4,4,6,0.00,4.71,7.03,211,511,-60.44,-61.00,-61.00,-60.00,-60.00,-60.00,16,5,-42.66,7.08,35.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891417613,4,0,0,0.00,0.74,0.78,40,243,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891418613,4,0,0,0.00,0.74,0.78,40,262,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891419613,4,0,0,0.00,0.74,0.78,40,242,-60.69,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.91,7.07,35.50,41.00,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891420613,4,0,0,0.00,0.74,0.78,40,227,-60.62,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.84,7.08,35.00,45.00,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891421613,4,0,0,0.00,0.74,0.78,40,321,-60.50,-61.00,-61.00,-60.50,-60.00,-60.00,16,5,-42.72,7.08,36.00,45.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891422613,4,0,0,0.00,0.74,0.78,40,228,-60.81,-62.00,-61.00,-61.00,-60.50,-60.00,16,5,-43.03,7.07,35.50,43.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891423613,4,0,0,0.00,0.74,0.78,40,248,-60.81,-62.00,-61.00,-61.00,-60.50,-60.00,16,5,-43.03,7.07,35.00,43.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891424613,4,0,0,0.00,0.74,0.78,40,248,-60.94,-62.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,35.50,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891425613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.50,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891426613,4,0,0,0.00,0.74,0.78,40,243,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,28,-35.49,47.93,26.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891427613,4,0,0,0.00,0.74,0.78,40,223,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,17,-37.65,27.43,29.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891428613,4,0,0,0.00,0.74,0.78,40,248,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,28,-35.49,47.93,26.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891429613,4,0,0,0.00,0.74,0.78,40,248,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,28,-35.55,47.90,26.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891430613,4,0,0,0.00,0.74,0.78,40,248,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,28,-35.55,47.90,26.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891431613,4,0,0,0.00,0.74,0.78,40,234,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891432613,4,0,0,0.00,0.74,0.78,75,168,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891433613,4,0,0,0.00,0.74,0.78,40,243,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,35.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891434613,4,0,0,0.00,0.74,0.78,40,243,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,36.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891435613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891436613,4,0,0,0.00,0.74,0.78,40,248,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,34.50,47.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891437613,4,0,0,0.00,0.74,0.78,40,243,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,34.50,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891438613,4,0,0,0.00,0.74,0.78,80,243,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891439613,4,0,0,0.00,0.74,0.78,40,228,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891440613,4,0,0,0.00,0.74,0.78,40,248,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891441613,4,0,0,0.00,0.74,0.78,40,248,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891442613,4,8,4,0.00,8.58,5.24,343,625,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,35.00,44.00,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891443613,4,0,0,0.00,0.74,0.78,40,232,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891444613,4,3,1,0.00,4.10,1.46,186,385,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,10,-40.15,15.18,33.00,44.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891445613,4,0,0,0.00,0.74,0.78,40,248,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891446613,4,0,0,0.00,0.74,0.78,40,248,-60.81,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.03,7.07,36.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891447613,4,0,0,0.00,0.74,0.78,40,248,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891448613,4,0,0,0.00,0.74,0.78,40,243,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891449613,4,0,0,0.00,0.74,0.78,40,243,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,34.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891450613,4,0,0,0.00,0.74,0.78,80,228,-60.75,-61.00,-61.00,-61.00,-60.50,-60.00,16,5,-42.97,7.07,35.00,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891451613,4,0,0,0.00,0.74,0.78,40,248,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,34.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891452613,4,0,0,0.00,0.74,0.78,40,248,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,34.50,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891453613,4,0,0,0.00,0.74,0.78,40,238,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,33.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891454613,4,0,0,0.00,0.74,0.78,80,243,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891455613,4,0,0,0.00,0.74,0.74,40,221,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891456613,4,0,0,0.00,0.74,0.74,40,226,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891457613,4,0,0,0.00,0.74,0.74,40,222,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,42.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891458613,4,3,1,0.00,4.10,1.54,146,299,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,44.00,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891459613,4,0,0,0.00,0.74,0.74,40,217,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891460613,4,0,0,0.00,0.74,0.74,40,216,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891461613,4,0,0,0.00,0.74,0.74,80,226,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891462613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891463613,4,0,0,0.00,0.74,0.74,40,226,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891464613,4,0,0,0.00,0.74,0.82,40,214,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891465613,4,0,0,0.00,0.74,0.78,40,684,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891466613,4,0,0,0.00,0.74,0.78,40,182,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,40.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891467613,4,0,0,0.00,0.74,0.78,40,272,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,33.50,41.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891468613,4,0,0,0.00,0.74,0.78,80,257,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891469613,4,0,0,0.00,0.74,0.78,40,272,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,43.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891470613,4,0,0,0.00,0.74,0.78,40,267,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,44.00,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891471613,4,0,0,0.00,0.74,0.78,80,272,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,40.00,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891472613,4,0,0,0.00,0.74,0.74,40,277,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.00,41.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891473613,4,0,0,0.00,0.74,0.78,40,267,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,33.00,43.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891474613,4,0,0,0.00,0.74,0.78,40,247,-60.94,-62.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.00,45.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891475613,4,0,0,0.00,0.74,0.78,40,232,-61.12,-62.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.34,7.05,33.00,41.00,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891476613,4,0,0,0.00,0.74,0.78,40,321,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,8,-41.18,11.85,32.00,37.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891477613,4,0,0,0.00,0.74,0.78,40,233,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,17,-37.78,27.39,29.00,45.00,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891478613,4,0,0,0.00,0.74,0.78,40,243,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,28,-35.61,47.86,26.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891479613,4,6,3,0.00,7.35,3.60,311,399,-60.62,-61.00,-61.00,-61.00,-60.00,-60.00,16,5,-42.84,7.08,34.50,44.00,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891480613,4,0,0,0.00,0.74,0.78,80,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,28,-35.74,47.79,26.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891481613,4,0,0,0.00,0.74,0.78,40,238,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,28,-35.74,47.79,26.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891482613,4,0,0,0.00,0.74,0.78,40,234,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891483613,4,0,0,0.00,0.74,0.78,75,182,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891484613,4,0,0,0.00,0.74,0.78,40,234,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891485613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891486613,4,0,0,0.00,0.74,0.78,40,248,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891487613,4,0,0,0.00,0.74,0.78,40,243,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891488613,4,0,0,0.00,0.74,0.78,40,243,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,44.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891489613,4,0,0,0.00,0.74,0.78,40,228,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,35.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891490613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,35.00,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891491613,4,0,0,0.00,0.74,0.78,40,248,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,46.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891492613,4,0,0,0.00,0.74,0.78,80,238,-61.00,-61.00,-61.00,-61.00,-61.00,-61.00,16,5,-43.22,7.06,34.50,43.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891493613,4,0,0,0.00,0.74,0.78,40,243,-60.88,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.09,7.06,35.00,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
1748891494613,4,0,0,0.00,0.74,0.78,40,243,-60.94,-61.00,-61.00,-61.00,-61.00,-60.00,16,5,-43.16,7.06,34.50,45.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,
