Timestamp,UNIX Epoch,Open5GS (m),5GDeploy Cores (m),OAI UE (m),OAI gNB (m),FlexRIC (m),srsRAN_Project (m),srsRAN_UE (m),O-SC Near-RT RIC (m)
2025-09-28 09:05:01,1759064701,1.95000,,2.78333,2.41666,.70000,5.36666,3.38333,10.96666
2025-09-28 09:38:04,1759066684,2.46666,,3.20000,2.30000,.65000,5.48333,3.26666,9.50000
2025-09-28 10:12:40,1759068760,2.20000,,3.40000,2.66666,.73333,6.23333,3.21666,10.03333
2025-09-28 10:49:50,1759070990,2.28333,,3.46666,2.36666,.65000,6.36666,3.50000,10.13333
2025-09-28 11:22:27,1759072947,1.95000,,3.10000,2.28333,.65000,5.21666,3.18333,10.55000
2025-09-28 11:54:57,1759074897,1.96666,,3.10000,2.28333,.65000,5.21666,3.25000,10.40000
2025-09-28 12:27:38,1759076858,1.96666,,3.13333,2.30000,.80000,5.55000,3.58333,9.48333
2025-09-28 12:59:15,1759078755,1.96666,,3.11666,2.30000,.65000,5.38333,3.11666,9.38333
2025-09-28 13:32:03,1759080723,1.95000,,3.10000,2.31666,.66666,5.30000,3.20000,10.33333
2025-09-28 14:05:20,1759082720,1.95000,,3.21666,2.30000,.63333,5.53333,3.33333,10.45000
2025-09-28 14:39:47,1759084787,2.10000,,3.11666,2.36666,.65000,5.33333,3.26666,11.26666
2025-09-28 15:13:42,1759086822,1.98333,,3.15000,2.30000,.63333,5.38333,3.28333,10.55000
2025-09-28 15:46:06,1759088766,2.06666,,3.11666,2.30000,.65000,5.33333,3.16666,9.70000
2025-09-28 16:22:24,1759090944,2.18333,,3.70000,2.91666,.80000,5.98333,3.48333,9.96666
2025-09-28 17:00:02,1759093202,2.20000,,3.28333,2.31666,.63333,8.06666,3.65000,10.01666
2025-09-28 17:31:58,1759095118,2.01666,,3.11666,2.31666,.65000,5.35000,3.13333,9.63333
2025-09-28 18:04:28,1759097068,2.51666,,3.13333,2.35000,.66666,5.33333,3.18333,9.56666
2025-09-28 18:38:01,1759099081,3.01666,,3.31666,2.36666,.65000,5.41666,3.33333,9.75000
2025-09-28 19:09:34,1759100974,1.95000,,2.78333,2.31666,.63333,5.25000,3.28333,9.68333
2025-09-28 19:43:59,1759103039,1.91666,,3.11666,2.31666,.66666,5.40000,3.23333,10.53333
2025-09-28 20:18:01,1759105081,1.96666,,3.13333,2.35000,.70000,5.50000,3.33333,10.86666
2025-09-28 20:51:29,1759107089,2.18333,,3.13333,2.46666,.66666,5.50000,3.21666,10.26666
2025-09-28 21:28:28,1759109308,2.05000,,3.13333,2.73333,.78333,6.86666,4.26666,9.96666
2025-09-28 22:03:55,1759111435,1.93333,,3.10000,2.36666,.78333,5.46666,3.95000,10.30000
2025-09-28 22:38:32,1759113512,2.10000,,3.15000,2.85000,.85000,6.01666,3.68333,9.83333
2025-09-28 23:13:10,1759115590,2.16666,,3.16666,2.91666,.65000,5.51666,3.40000,10.55000
2025-09-28 23:46:11,1759117571,1.96666,,3.13333,2.33333,.70000,5.51666,3.21666,10.53333
2025-09-29 00:21:46,1759119706,1.93333,,3.10000,2.33333,.75000,5.55000,3.23333,12.88333
2025-09-29 00:54:23,1759121663,1.96666,,3.11666,2.31666,.66666,5.55000,3.18333,9.86666
2025-09-29 01:27:26,1759123646,1.96666,,3.18333,1.96666,.75000,5.70000,3.40000,10.13333
2025-09-29 02:01:54,1759125714,2.05000,,3.21666,2.36666,.68333,5.88333,3.55000,10.38333
2025-09-29 02:42:09,1759128129,2.06666,,3.63333,2.53333,.73333,6.26666,3.43333,13.20000
2025-09-29 03:19:04,1759130344,2.06666,,3.55000,2.55000,1.03333,5.53333,3.35000,11.66666
2025-09-29 03:56:10,1759132570,2.01666,,2.80000,2.38333,.66666,5.51666,3.18333,11.88333
2025-09-29 04:35:37,1759134937,2.36666,,3.61666,2.36666,.81666,6.31666,3.80000,11.88333
2025-09-29 05:16:26,1759137386,2.30000,,3.33333,3.11666,.95000,5.46666,3.68333,12.50000
2025-09-29 05:53:36,1759139616,2.13333,,3.16666,2.35000,.71666,5.41666,3.30000,12.35000
2025-09-29 06:39:58,1759142398,2.01666,8.18333,3.15000,2.36666,3.86666,7.75000,3.45000,11.66666
2025-09-29 07:16:28,1759144588,1.98333,,2.83333,2.36666,.68333,5.45000,3.21666,12.05000
2025-09-29 07:52:16,1759146736,2.03333,,3.21666,2.40000,.80000,5.71666,3.26666,10.90000
2025-09-29 08:26:42,1759148802,2.00000,,3.18333,2.41666,.66666,5.45000,3.36666,10.00000
2025-09-29 08:59:51,1759150791,2.03333,,3.15000,2.35000,.80000,5.51666,3.33333,9.75000
2025-09-29 09:36:09,1759152969,2.05000,,3.16666,2.33333,.78333,6.73333,3.80000,10.05000
2025-09-29 10:11:34,1759155094,1.96666,,3.13333,2.33333,.76666,5.36666,3.68333,10.88333
2025-09-29 10:46:22,1759157182,2.35000,,3.85000,2.35000,.66666,5.90000,3.73333,9.78333
2025-09-29 11:21:40,1759159300,2.40000,,3.80000,2.71666,.66666,5.25000,3.13333,10.00000
2025-09-29 11:54:03,1759161243,1.93333,,3.25000,2.35000,.65000,5.35000,3.33333,9.75000
2025-09-29 12:22:08,1759162928,2.06666,,3.25000,2.31666,.66666,5.86666,3.18333,
2025-09-30 16:36:30,1759264590,1.73333,6.96666,4.05000,2.75000,.70000,6.30000,3.68333,10.70000
2025-09-30 17:14:56,1759266896,2.18333,6.65000,3.68333,2.43333,.70000,5.63333,3.51666,10.26666
2025-09-30 17:51:30,1759269090,2.03333,6.66666,3.16666,2.33333,.65000,5.66666,3.18333,9.61666
2025-09-30 18:29:10,1759271350,2.03333,6.70000,3.15000,2.31666,.66666,5.50000,3.28333,10.80000
2025-09-30 19:05:52,1759273552,2.18333,6.86666,3.13333,2.33333,.73333,5.38333,3.23333,9.55000
2025-09-30 19:43:41,1759275821,2.00000,7.41666,3.15000,2.31666,.73333,5.41666,3.23333,10.30000
