real;imag
6;9
-10;-13
-7;-6
7;5
-12;-6
-9;2
-5;-16
10;0
-12;8
-11;-15
6;10
-9;5
9;-5
-13;0
5;-8
-12;-8
7;6
-13;3
-8;12
-15;8
6;8
-4;9
-7;8
-9;-3
10;4
-10;-7
-8;9
-5;-12
5;9
9;-6
5;6
2;-6
7;-9
10;-18
-7;-10
11;-10
-5;-11
-10;-10
-10;3
-1;-15
3;9
-4;-10
7;-9
9;-8
-10;3
-10;-12
11;-7
10;-8
-8;-11
2;-15
-11;-3
-6;-12
-7;-13
7;7
4;4
6;-5
6;15
11;-1
5;-5
-5;-6
-6;9
-9;8
-8;8
-7;-11
1;4
13;-7
14;3
-8;-6
-13;-11
-10;-11
-13;-16
5;-6
-13;10
-14;-13
-9;-9
-9;7
-7;13
9;-5
-7;-7
6;-14
9;-5
-13;-10
-10;-4
-8;5
0;-15
10;13
11;10
-14;10
-11;-14
9;13
9;-14
-6;-13
8;-11
-11;9
-4;-4
-12;-4
-6;6
12;-3
0;7
-6;-8
5;11
1;5
13;-7
6;12
-8;2
8;11
9;-8
9;-5
8;9
0;11
-13;11
-10;6
0;-16
5;8
11;-7
-2;8
2;11
-7;-16
9;9
4;1
-10;-11
-14;3
7;6
9;11
5;-12
-6;11
-11;-6
13;11
-6;-6
-9;9
-14;-5
-6;12
-9;9
14;-13
10;3
-8;8
-7;12
6;-16
-11;-11
-12;-5
-14;-5
10;-14
11;-10
6;-9
-6;5
-11;2
8;11
-16;-14
4;3
-10;7
-9;-11
-12;10
-10;-13
11;-13
6;2
6;-8
-8;3
-13;4
10;-7
3;7
-6;-12
-10;4
5;-11
1;6
6;-7
12;-7
-7;-13
2;9
-8;-11
2;12
-8;-1
-12;5
12;-2
-12;10
13;-9
14;-8
-9;-12
5;8
-15;1
-7;-14
11;-6
-8;-14
-12;-6
-11;6
7;-7
11;-10
5;-15
7;-10
-12;8
6;10
2;-11
7;-19
2;-16
-8;-12
6;-11
-16;-11
-11;-6
7;-12
11;-10
-6;-5
9;9
-15;4
-10;13
-11;10
13;-7
-9;8
-5;10
11;-7
-4;4
-12;9
-7;-7
-8;10
-8;-10
8;-5
4;-6
-6;4
9;7
-12;2
-5;-12
8;-5
-11;1
6;8
3;-4
0;11
-9;4
-13;9
-8;-17
-9;-1
1;-15
-11;-2
3;12
-5;7
6;-10
15;-3
-11;-10
11;-2
-15;0
12;-5
14;-10
6;5
16;-7
-10;6
5;-7
-10;7
-9;-10
-5;-7
3;10
10;16
-7;-9
-10;-11
-14;-9
-9;8
-7;11
4;-14
-10;9
2;-12
-10;13
8;-10
9;11
-1;-9
-13;-12
12;2
10;10
6;-11
7;11
-9;-12
6;11
-14;8
3;7
-7;-9
10;-10
-14;-8
-7;5
-3;11
4;-7
-8;9
-11;-8
-9;-6
4;10
-13;7
10;-9
-9;-16
8;9
3;-1
2;-11
9;11
6;3
-12;-13
9;-12
9;-1
8;-8
4;11
-6;7
-11;5
9;5
4;9
-7;-11
-8;8
9;9
9;6
-3;7
-8;15
4;-13
-10;-8
12;5
8;7
8;5
4;7
9;9
-7;-11
-5;-7
4;3
-11;-8
-9;-10
8;12
-8;9
-7;-1
4;7
-10;-14
6;6
-6;-14
12;-8
9;-9
6;4
-2;-9
-10;-9
10;-13
6;-10
-8;-7
7;-12
-7;-7
13;5
-4;8
1;-13
-3;1
13;8
-12;-10
-8;-11
-11;4
-12;-8
9;-2
-6;-14
12;9
-17;3
-11;1
-7;-14
-12;5
-9;6
-9;4
-10;3
-8;-6
-10;-3
10;13
9;11
-10;9
-10;7
-11;9
-9;7
4;-10
8;-2
4;-14
-1;10
4;-14
-16;-7
-6;-7
-9;-8
4;6
-3;7
-5;-9
8;6
8;-9
11;-11
3;7
0;10
-1;-7
-11;-9
7;-8
5;5
-14;3
-10;-11
-8;5
-14;9
-8;-12
-9;-10
9;8
6;13
6;-8
5;-6
5;5
1;-8
-7;8
-10;-7
-12;-6
2;-13
10;4
11;9
-10;-13
-13;-9
-10;10
-10;-8
12;-7
-10;3
