real;imag
-7;-6
6;9
4;-5
-9;7
-9;-9
-7;4
6;-14
9;8
7;6
-8;5
9;-7
5;-11
5;-5
-6;9
-12;-11
5;10
5;-9
-9;5
8;8
4;5
9;3
9;7
-2;8
-8;-8
9;6
4;-8
5;-8
-3;6
4;-7
7;10
-13;7
-11;-5
-6;-9
-6;7
9;7
3;-10
10;7
9;7
7;6
6;-6
1;3
-6;-7
6;1
-7;-8
-9;-8
11;8
10;-11
5;-7
5;-12
6;2
8;-10
6;-10
-6;-7
8;3
5;-6
4;6
8;-10
-5;6
-11;-2
-9;-11
9;-6
-9;5
10;-8
-10;8
-6;-9
8;7
-8;-10
6;-6
-11;7
6;5
-9;-6
6;7
3;-10
-8;-3
6;0
6;-12
-7;12
7;-2
6;4
6;-13
6;-8
0;-11
4;-9
-7;-10
7;7
8;9
9;-8
9;5
9;-8
6;7
-13;-5
-11;8
-7;10
-10;10
6;-7
-12;-10
-5;-9
12;-5
-9;6
-11;6
7;5
2;-8
-12;6
-6;-5
-5;7
-12;-10
-12;-5
-5;-13
3;3
2;6
-10;-4
8;-11
3;-7
-7;9
7;-9
8;-9
9;2
10;-14
-4;5
-6;-6
-8;4
-10;-10
5;-8
7;-8
7;8
-10;8
5;3
7;-5
-7;7
3;-9
-9;0
-4;3
6;4
8;-11
4;-9
7;6
5;-12
-3;10
-8;8
-4;12
-7;6
-8;-8
6;-11
-3;-9
4;-7
9;-15
-15;-2
8;-14
12;-10
5;8
-8;7
6;8
4;-9
7;6
12;-12
7;5
3;-11
3;5
-6;10
6;6
9;5
-5;-10
8;-6
6;3
-9;-6
5;8
-10;-7
-3;5
-6;-7
-9;-3
5;1
4;-10
-11;7
5;1
1;-15
7;1
4;-10
8;3
2;9
9;7
-6;-4
-7;4
8;7
-10;-10
-4;-7
-7;3
6;7
-9;-8
-8;5
4;6
8;9
2;-8
-2;9
-7;-9
-14;-3
-7;-2
-9;-2
-10;-4
-4;10
6;-8
-3;5
-9;-4
-3;8
11;11
-7;7
8;-13
-11;-7
9;7
-4;-7
-7;-9
-7;8
-5;-3
5;7
-4;4
2;11
9;5
6;-2
-7;5
10;4
9;0
-13;-8
-5;-10
9;5
-11;-12
3;-5
1;-13
-11;-5
8;-10
-8;-8
1;-9
-5;10
-3;5
-6;-7
-8;6
-9;-9
-9;6
-14;-11
3;5
3;5
-5;-13
5;0
2;4
-7;-10
4;-4
-9;8
9;3
9;3
-9;11
-9;-10
6;8
-6;7
-9;-8
-9;-5
6;2
-4;8
-13;-6
-4;6
-2;10
-6;8
8;-4
8;7
-8;7
8;6
-11;-9
7;-6
-5;-10
-11;-14
-5;-7
-6;-9
-6;9
8;8
-12;9
-11;-13
8;11
-9;3
-7;-9
8;2
-10;-8
4;-7
8;-11
-12;-10
-6;6
4;10
-7;-7
-11;8
7;-12
3;6
7;14
0;-18
7;-12
5;8
-1;12
-4;-8
-10;-15
8;9
10;4
5;5
7;13
11;-7
0;-14
-3;16
-13;8
5;4
3;-11
-11;7
8;4
3;8
9;7
-7;4
8;0
-6;-7
7;-12
2;-8
-2;8
7;3
7;-6
6;5
3;-2
8;3
-6;-5
4;-7
-11;6
7;-1
-11;-11
9;-6
-6;-10
-7;-10
2;-5
8;-7
-9;3
-12;1
7;-8
2;-8
3;11
8;11
16;-4
-10;4
-8;-14
3;6
-10;5
-8;6
4;14
-4;-9
-2;-12
0;10
-7;-11
9;-4
7;7
12;14
-7;2
10;-10
0;18
-11;3
10;-5
-11;2
5;-6
-7;-12
8;-5
5;13
-8;-6
-11;-15
-11;8
7;10
-7;14
7;5
-9;-8
-8;5
-9;6
-5;7
-8;-10
7;-5
-9;-7
7;7
-8;7
10;4
-10;-10
-5;12
-3;9
-9;-13
11;-10
5;-12
-10;-9
-7;-12
-9;-10
4;13
3;11
6;8
-9;4
-5;-12
5;-8
-13;4
10;-6
5;8
-4;-10
6;9
6;-13
14;-3
-8;-7
-8;-8
12;-10
11;-9
7;7
11;10
-4;-11
7;10
7;11
-8;-12
-16;-2
8;11
7;13
8;9
-11;4
-5;-6
4;4
-8;-13
4;8
-4;-12
-1;-12
12;-1
-5;-10
-15;-5
-16;-2
9;-10
5;8
-5;-7
8;4
-7;-10
4;-9
-13;8
-7;11
-11;6
4;-7
-9;7
-8;-6
-8;-8
6;11
2;-7
8;-1
-7;-5
6;-7
6;2
-7;-5
-9;-12
-7;-7
-8;-8
-6;-11
4;10
8;-5
-7;2
10;-3
-2;9
-9;-5
8;-4
13;-8
2;7
-3;-9
-10;3
-8;4
7;-7
-8;-10
-7;-10
-10;-11
4;3
9;14
7;-8
7;5
-12;4
7;-9
-9;-5
3;5
-13;-15
11;9
12;-4
1;5
-12;1
-5;-9
2;9
6;11
8;-5
4;4
-14;-7
-6;8
10;-11
7;5
-6;1
7;3
7;6
6;9
8;6
-11;-7
4;-9
-7;4
4;0
9;-9
-1;-12
-6;4
8;4
7;7
-10;-13
-6;-3
6;8
-9;-10
-13;-10
-5;8
8;-5
7;-4
8;-12
6;-5
-2;11
9;6
6;-6
-9;-15
-10;-4
-5;-13
6;-6
-6;-13
-6;-19
6;15
-6;-12
9;-12
8;-12
8;-7
10;-7
-8;-14
-11;4
5;-7
-6;-1
10;-11
-10;-6
-12;4
-5;-19
2;-13
-11;-13
-14;9
9;-7
9;-5
6;11
-11;4
-8;-11
-9;-10
7;11
-20;7
7;-7
6;10
-11;9
-7;6
5;-24
-12;6
-17;5
-13;5
13;8
8;-12
8;-4
-8;5
8;-6
10;8
-6;4
-11;-8
9;5
7;-7
8;1
10;4
-6;7
-10;7
-6;6
-5;-9
-3;-8
-4;-9
-2;-10
6;-11
-13;-13
-10;-4
8;10
0;-16
5;7
-9;-13
10;-9
-13;8
-8;11
-13;2
8;-13
-9;0
-10;5
-11;-9
-9;-6
1;6
11;-8
9;-11
-9;2
-9;3
-13;3
12;7
-14;7
2;-7
5;8
3;-3
6;-8
5;-8
0;11
-6;-7
-9;6
9;8
-3;11
7;-7
-9;5
-11;-8
7;-14
-6;9
4;-11
0;11
-11;6
4;-10
-10;-7
-12;-6
-5;5
5;0
-6;4
9;3
-4;-7
6;-9
5;12
7;2
-9;-11
4;-7
-10;-10
-8;3
-6;-11
8;4
6;-9
-7;9
11;-13
-15;5
7;-7
-17;6
11;-10
-7;-12
-4;-13
-9;-15
-2;-14
7;-7
-10;8
9;11
9;4
6;2
-10;8
15;-9
10;-13
2;12
4;-8
-12;8
12;-4
-12;3
-1;14
7;-5
-3;-11
-7;-7
-9;2
-4;-14
6;8
9;-10
8;-14
-7;5
-7;7
7;3
5;-11
-10;-7
-6;4
6;-13
-9;-4
8;5
9;8
4;7
6;-11
-11;-7
-3;2
9;-5
8;7
7;4
-6;-11
4;3
-11;-13
7;-7
10;-4
10;-12
10;-7
14;-8
-9;6
10;-2
-9;6
-10;5
