real;imag
7;15
-11;-7
-5;-12
1;11
-10;-11
-11;4
-11;-10
3;-12
-9;6
-11;-14
2;12
-10;3
9;-7
-12;6
4;-9
-7;-10
8;9
-2;7
-4;7
-9;13
3;8
-8;11
-10;2
-2;-13
7;6
-9;-15
-15;6
-10;-14
4;3
7;-9
4;15
14;-6
11;-3
11;-11
-3;-11
7;-7
-8;-9
-5;-13
-4;5
-8;-10
5;3
-11;-9
3;-2
11;-2
-8;7
-10;-13
6;-5
8;-2
-4;-8
-7;-13
-12;3
-10;-3
-7;-11
7;6
6;4
7;-9
1;9
4;-8
4;-10
-10;-12
-11;4
-11;8
-4;4
-10;-9
7;3
7;-10
8;6
-6;-9
-10;-4
-17;-3
-6;-6
8;-16
-8;2
-9;-10
-8;-11
-12;1
-7;4
8;-11
-1;-18
4;-9
11;-9
-8;-8
-6;-11
-11;5
11;-6
7;12
5;8
-7;6
-9;-5
3;12
8;-7
-10;-10
13;-1
-9;8
-7;-17
-4;-11
-8;6
7;-3
5;9
-4;-13
7;7
6;8
12;-9
10;3
-8;2
6;6
10;-6
10;-2
-2;12
10;5
-10;-3
-10;1
-8;-11
10;12
9;-4
1;8
11;10
-10;-7
6;7
3;7
-11;-13
-11;3
8;1
5;7
6;-6
-7;7
-11;-8
8;7
-10;-5
-11;10
-4;-9
-14;5
-9;5
10;-12
1;8
-8;2
-12;7
4;-5
-15;-19
-11;-8
-8;-9
8;-11
5;-10
7;-6
-5;5
-12;3
3;7
-7;-8
8;12
-10;5
-7;-7
-11;5
-4;-9
10;-8
2;7
11;-9
-8;4
-12;3
9;-5
4;6
-8;-8
-8;3
9;-3
3;9
3;-10
9;-3
-5;-7
4;11
-9;-9
2;6
-8;5
-9;3
9;-12
-11;0
3;-10
6;-10
-5;-1
8;14
-7;7
-9;-4
6;-12
-3;-13
-6;-9
-1;7
6;-5
3;-14
6;-12
6;-7
-7;7
6;1
8;-5
4;-8
6;-8
-8;-12
10;-9
-6;-8
-7;-13
12;-11
9;-3
-4;-12
1;5
-14;5
-11;9
-11;3
10;-6
-9;9
-9;6
8;-11
-6;7
-13;9
-7;-13
-9;5
-5;-12
11;-5
6;-7
-5;4
1;6
-3;0
-6;-7
12;-8
-8;2
9;8
6;-1
3;5
-6;5
-9;8
-5;-8
-7;5
-4;-5
-7;7
1;7
6;6
4;-3
4;-9
-11;-9
6;-3
-10;5
3;-9
7;-6
2;8
9;-10
-7;4
2;-6
-9;7
-9;-6
-9;-6
6;5
4;5
-11;-4
-7;-5
-10;-8
-11;6
-8;3
12;-5
-12;8
8;-10
-8;10
4;-9
6;9
-9;-12
-12;-9
2;13
2;10
9;-9
1;11
-11;-15
7;10
-5;13
9;6
-13;-10
8;-8
-9;-8
-6;4
-11;5
3;-6
-6;7
-6;-8
-6;-9
9;7
-11;8
4;-9
-10;-9
11;8
6;-7
11;-6
4;11
3;7
-10;-12
6;-9
7;7
7;-12
10;4
-8;10
-8;12
8;5
10;7
-7;-13
-10;6
10;13
6;5
-6;1
-9;5
6;-3
-5;-11
1;5
3;7
4;11
1;7
3;10
-4;-12
-7;-7
5;12
-6;-2
-7;-7
2;3
-4;1
-10;6
0;6
-7;-13
11;5
-6;-10
13;-4
8;-10
3;6
6;-6
-6;-11
8;-4
2;-4
-6;-8
8;-8
-5;-15
3;8
-10;5
9;-5
-12;7
6;11
-9;-10
-8;-14
-10;4
-7;-7
4;-10
-8;-4
8;10
-11;10
-12;8
-9;-10
-2;5
-7;4
-8;10
-11;8
-9;-9
-4;10
8;5
3;8
-8;5
-6;7
-7;9
-8;5
7;-1
5;-12
10;-6
-10;4
10;-8
-2;-8
-6;-9
-6;-13
0;5
-7;3
-10;-6
4;8
6;-2
11;-6
6;6
2;9
-9;-8
-10;-8
10;-3
5;7
-7;8
-7;-8
-9;6
-15;2
-9;-12
-3;-12
9;4
3;5
0;-3
10;-7
6;4
11;-6
-14;6
-14;-11
-7;-13
6;-11
3;9
6;6
-7;-8
-10;-5
-9;10
-9;-5
6;-11
-4;4
8;-6
12;-9
9;4
-7;-9
8;3
-7;10
-12;10
1;-5
1;-9
-13;-7
-9;-8
-2;6
-10;10
-4;-7
-10;4
8;-6
5;6
-8;3
6;-8
-9;-8
10;-8
9;-5
7;-7
11;-7
6;5
6;6
9;-10
-8;-5
4;8
9;-8
10;-7
-8;5
7;-6
5;10
8;7
5;7
-4;-13
8;-6
-11;9
-10;5
5;-11
-9;4
3;-13
-11;-8
-9;-7
8;10
5;5
-6;-10
6;-7
-11;10
6;-12
6;-7
12;10
10;-9
-10;-12
-6;-10
8;-11
4;4
-6;16
7;-7
4;8
2;8
11;4
-9;4
