real;imag
3;4
-11;-9
-5;-4
5;7
-10;-7
-8;5
-7;-10
7;-8
-4;4
-5;-10
1;9
-9;3
6;-2
-15;5
13;-13
-11;-11
11;13
-13;16
-10;5
-14;6
10;7
-12;10
-8;5
-5;-13
5;7
-5;-7
-8;7
-10;-7
3;11
11;-11
4;8
12;-8
8;-9
9;-8
-2;-7
7;-5
-9;-3
-7;-8
-6;3
-9;-8
3;6
-5;-6
6;-10
6;-2
-14;5
-12;-10
5;-13
11;-3
-7;-8
-3;-7
-12;5
-3;-12
-8;-12
3;11
3;5
8;0
2;13
10;-4
8;-9
-12;-11
-12;8
-9;5
-9;11
-7;-13
10;11
9;-15
18;12
-4;-15
-8;-5
-15;-15
-7;-17
9;-13
-4;9
-7;-11
-11;-10
-3;4
-11;5
6;-11
-7;-13
10;-1
7;-9
-11;-2
-9;-9
-9;7
9;-9
7;11
5;6
-9;7
-6;-4
3;9
12;-7
-1;-11
5;-4
-6;6
-1;-10
-12;-13
-8;1
7;-10
6;7
-5;-7
8;10
5;2
2;-5
3;8
-9;6
5;5
3;-7
7;-8
4;7
7;5
-16;6
-13;8
-3;-12
7;11
11;-5
6;7
8;9
-14;-11
3;11
6;13
-7;-9
-16;7
6;10
6;13
11;-9
-9;5
-12;-13
10;9
-14;-6
-10;0
-1;-13
-3;2
-15;8
0;-7
6;9
-13;6
-7;6
2;-10
-8;-8
-8;-7
-7;-9
9;-10
9;-5
7;-11
-6;8
-13;6
6;5
-12;-6
6;9
-8;11
-9;-5
-7;6
-8;-9
8;-7
11;7
4;-8
-6;0
-5;2
7;-8
6;6
-9;-6
-5;8
5;-9
0;7
11;-6
4;-2
0;-7
1;2
-3;-9
1;5
-8;4
-14;6
11;-8
-11;6
13;-7
13;-4
-7;-16
4;11
-9;9
-10;-9
9;-9
-9;-11
-9;-13
-14;8
11;-8
7;-10
4;-12
12;-15
-11;9
12;8
9;-11
6;-13
8;-12
-11;-11
4;-7
-5;-9
-11;-6
12;-11
5;-1
-7;-5
13;2
-12;4
-9;0
-8;5
9;-3
-12;10
-5;3
11;-8
-6;0
-10;8
-8;-12
-10;10
-6;-11
6;-8
4;-6
-10;10
8;10
-9;5
-11;-9
